StockCode,order_frequency,total_quantity,avg_quantity_per_order,related_product_count
22692,443,1522,3.435665914221219,3082
22693,305,16244,53.25901639344262,2915
22694,405,1842,4.548148148148148,3234
22695,123,741,6.024390243902439,2782
22696,151,729,4.827814569536423,2727
22697,1013,7278,7.184600197433366,3469
22698,765,5788,7.566013071895425,3242
22699,1065,9864,9.261971830985916,3438
22700,52,1196,23.0,1440
22701,115,549,4.773913043478261,2874
22702,49,1363,27.816326530612244,1933
22703,123,360,2.926829268292683,2838
22704,174,5253,30.189655172413794,1704
22705,77,1883,24.454545454545453,1404
22706,71,2057,28.971830985915492,1232
22707,49,1257,25.653061224489797,869
22708,100,2800,28.0,1568
22709,39,1325,33.97435897435897,959
22710,104,4501,43.27884615384615,1468
22711,103,2902,28.174757281553397,1428
22712,312,4435,14.21474358974359,3072
22713,217,3441,15.857142857142858,3024
22714,225,3487,15.497777777777777,2996
22715,130,1543,11.86923076923077,2502
22716,288,3201,11.114583333333334,3047
22717,131,1229,9.381679389312977,2793
22718,168,1633,9.720238095238095,2854
22719,109,620,5.6880733944954125,2165
22720,1385,7483,5.4028880866426,3432
22721,297,1020,3.4343434343434343,2978
22722,834,5966,7.15347721822542,3324
22723,295,1164,3.9457627118644067,3039
22725,428,1980,4.626168224299065,3071
22726,980,6419,6.55,3341
22727,1051,7800,7.421503330161751,3320
22728,783,5356,6.840357598978288,3314
22729,445,2323,5.2202247191011235,2903
22730,570,2885,5.06140350877193,3122
22731,143,1172,8.195804195804195,2618
22732,188,1645,8.75,2834
22733,197,1583,8.035532994923859,2721
22734,422,3261,7.7274881516587675,2895
22735,136,741,5.448529411764706,2726
22736,223,1222,5.479820627802691,2941
22737,259,1388,5.359073359073359,2991
22738,275,2173,7.901818181818181,3058
22739,318,1818,5.716981132075472,3174
22740,170,6842,40.247058823529414,2665
22741,233,8547,36.682403433476395,3037
22742,101,639,6.326732673267327,2534
22743,206,930,4.514563106796117,3042
22744,172,867,5.040697674418604,2843
22745,423,2021,4.777777777777778,3195
22746,328,1447,4.411585365853658,3094
22747,227,954,4.202643171806168,2868
22748,436,2117,4.855504587155964,3172
22749,449,2362,5.260579064587973,3105
22750,413,2001,4.845036319612591,3055
22751,290,1563,5.389655172413793,2978
22752,380,1787,4.7026315789473685,3179
22753,217,1010,4.654377880184332,3075
22754,266,1951,7.334586466165414,3170
22755,251,1687,6.721115537848606,3110
22756,123,599,4.869918699186992,2782
22757,163,1096,6.723926380368098,3053
22758,178,1195,6.713483146067416,3014
22759,422,5435,12.87914691943128,3224
22760,80,275,3.4375,2105
22761,26,36,1.3846153846153846,899
22762,112,171,1.5267857142857142,2418
22763,108,206,1.9074074074074074,2576
22764,3,5,1.6666666666666667,242
22765,5,27,5.4,945
22766,504,3267,6.482142857142857,3168
22767,218,774,3.55045871559633,2514
22768,260,867,3.3346153846153848,2895
22769,8,11,1.375,1320
22770,62,94,1.5161290322580645,1695
22771,441,6539,14.82766439909297,3200
22772,254,3793,14.933070866141732,2876
22773,191,2075,10.863874345549739,2832
22774,140,2254,16.1,2768
22775,237,3105,13.10126582278481,2917
22776,536,1244,2.3208955223880596,3068
22777,58,352,6.068965517241379,1950
22778,143,808,5.65034965034965,2548
22779,149,1537,10.315436241610739,1786
22780,132,1346,10.196969696969697,1724
22781,232,621,2.6767241379310347,3042
22782,74,241,3.2567567567567566,1381
22783,33,463,14.030303030303031,688
22784,299,1272,4.254180602006689,2961
22785,74,245,3.310810810810811,2582
22786,47,123,2.617021276595745,1820
22788,60,220,3.6666666666666665,1897
22789,138,844,6.115942028985507,2481
22791,345,7955,23.057971014492754,3136
22792,206,2785,13.519417475728156,3087
22794,182,326,1.7912087912087913,2528
22795,368,1211,3.2907608695652173,3162
22796,232,582,2.5086206896551726,2758
22797,91,163,1.7912087912087913,2279
22798,267,1798,6.734082397003745,3076
22799,89,207,2.3258426966292136,1886
22800,203,870,4.285714285714286,3009
22801,220,1027,4.668181818181818,3023
22802,49,87,1.7755102040816326,1544
22803,31,54,1.7419354838709677,1084
22804,474,3131,6.605485232067511,3218
22805,195,1890,9.692307692307692,2883
22806,38,260,6.842105263157895,1718
22807,195,818,4.194871794871795,3046
22808,75,345,4.6,2267
22809,204,1240,6.078431372549019,2787
22810,165,944,5.721212121212122,2810
22811,108,881,8.157407407407407,2915
22812,185,1725,9.324324324324325,2930
22813,218,2372,10.880733944954128,3003
22814,235,2129,9.059574468085106,3087
22815,268,2628,9.805970149253731,3126
22816,266,3987,14.988721804511279,3094
22817,290,2639,9.1,3173
22818,244,3633,14.889344262295081,3034
22819,270,2608,9.65925925925926,3090
22820,77,940,12.207792207792208,2459
22821,139,1171,8.424460431654676,2929
22822,158,433,2.740506329113924,2436
22823,13,24,1.8461538461538463,493
22824,43,55,1.2790697674418605,1152
22825,28,73,2.607142857142857,1049
22826,41,58,1.4146341463414633,596
22827,26,35,1.3461538461538463,460
22828,7,10,1.4285714285714286,181
22829,109,227,2.0825688073394497,2151
22830,6,131,21.833333333333332,176
22831,121,706,5.8347107438016526,2465
22832,76,162,2.1315789473684212,2224
22833,5,76,15.2,403
22834,368,4941,13.42663043478261,3162
22835,657,3441,5.237442922374429,3287
22837,178,1173,6.589887640449438,2572
22838,168,689,4.101190476190476,2399
22839,201,445,2.2139303482587063,2906
22840,271,913,3.3690036900369003,2756
22841,213,529,2.483568075117371,2671
22842,162,589,3.6358024691358026,2435
22843,126,450,3.5714285714285716,2151
22844,416,1003,2.4110576923076925,3029
22845,316,802,2.537974683544304,2973
22846,278,665,2.3920863309352516,2703
22847,376,905,2.4069148936170213,2787
22848,128,323,2.5234375,2152
22849,129,323,2.503875968992248,1829
22851,350,2741,7.831428571428572,3092
22852,125,390,3.12,2225
22853,116,472,4.068965517241379,2193
22854,161,767,4.763975155279503,2336
22855,237,2642,11.147679324894515,2689
22856,27,569,21.074074074074073,1228
22857,61,1145,18.770491803278688,1463
22858,136,1126,8.279411764705882,1994
22859,158,1203,7.613924050632911,2313
22860,107,589,5.5046728971962615,1833
22861,50,305,6.1,1429
22862,66,171,2.590909090909091,2122
22863,110,719,6.536363636363636,2261
22865,654,8439,12.903669724770642,3189
22866,548,6611,12.063868613138686,3167
22867,554,6433,11.611913357400722,3240
22868,20,63,3.15,1611
22869,44,96,2.1818181818181817,2148
22870,39,93,2.3846153846153846,2124
22871,25,67,2.68,1507
22872,30,72,2.4,1873
22873,26,60,2.3076923076923075,1660
22874,21,65,3.0952380952380953,1507
22875,25,63,2.52,1867
22876,20,61,3.05,1721
22877,19,63,3.3157894736842106,1118
22878,33,75,2.272727272727273,2080
22879,16,70,4.375,1332
22880,32,97,3.03125,2086
22881,34,102,3.0,2058
22882,42,108,2.5714285714285716,2339
22883,32,100,3.125,2230
22884,36,99,2.75,2086
22885,28,96,3.4285714285714284,2094
22886,25,87,3.48,1599
22887,23,78,3.391304347826087,1596
22888,21,76,3.619047619047619,1808
22889,33,169,5.121212121212121,2236
22890,165,385,2.3333333333333335,2790
22891,168,420,2.5,2933
22892,199,2472,12.422110552763819,2002
22893,142,1872,13.183098591549296,2956
22894,122,305,2.5,1895
22895,284,2058,7.246478873239437,3020
22896,288,1584,5.5,2905
22897,211,1350,6.398104265402844,2854
22898,365,2414,6.6136986301369864,2942
22899,313,2069,6.610223642172524,3023
22900,533,4907,9.206378986866792,3257
22902,136,1288,9.470588235294118,2772
22903,59,193,3.2711864406779663,2611
22904,271,1834,6.767527675276753,2992
22905,110,581,5.281818181818182,2777
22906,251,1733,6.904382470119522,3079
22907,670,6573,9.81044776119403,3304
22908,375,4380,11.68,3068
22909,610,8976,14.714754098360656,3227
22910,820,10594,12.919512195121952,3232
22911,94,463,4.925531914893617,2268
22912,100,287,2.87,2370
22913,112,352,3.142857142857143,2485
22914,154,467,3.0324675324675323,2768
22915,184,3152,17.130434782608695,2964
22916,237,1905,8.037974683544304,3010
22917,240,1937,8.070833333333333,3018
22918,238,1869,7.852941176470588,3009
22919,240,1753,7.304166666666666,2987
22920,242,3423,14.144628099173554,2982
22921,209,1716,8.210526315789474,2925
22922,102,1587,15.558823529411764,2392
22923,80,1360,17.0,1878
22924,87,1295,14.885057471264368,2525
22925,182,449,2.467032967032967,2540
22926,195,594,3.046153846153846,2258
22927,148,430,2.9054054054054053,2460
22928,115,288,2.5043478260869567,2682
22929,13,19,1.4615384615384615,581
22930,189,1108,5.862433862433862,2844
22931,129,813,6.3023255813953485,2627
22932,72,884,12.277777777777779,2154
22933,122,940,7.704918032786885,2356
22934,78,589,7.551282051282051,1786
22935,65,690,10.615384615384615,2196
22936,50,279,5.58,2311
22937,160,972,6.075,2729
22938,186,2367,12.725806451612904,2502
22939,125,469,3.752,2523
22940,321,1915,5.965732087227415,2912
22941,311,1670,5.369774919614148,2994
22942,152,608,4.0,2570
22943,209,1355,6.483253588516747,2884
22944,111,3375,30.405405405405407,2697
22945,172,2991,17.38953488372093,2864
22946,137,453,3.3065693430656933,2602
22947,137,746,5.445255474452555,2348
22948,136,1599,11.757352941176471,2948
22949,105,956,9.104761904761904,2528
22950,185,5209,28.156756756756756,2228
22951,437,7481,17.11899313501144,3251
22952,619,16056,25.93861066235864,3257
22953,98,502,5.122448979591836,2423
22954,40,197,4.925,1876
22955,134,1040,7.7611940298507465,2759
22956,198,2050,10.353535353535353,2871
22957,214,1775,8.294392523364486,1983
22959,142,4901,34.514084507042256,1704
22960,1132,8695,7.681095406360424,3433
22961,1162,16396,14.110154905335628,3475
22962,342,3896,11.391812865497077,3132
22963,307,3290,10.716612377850163,3147
22964,378,2624,6.941798941798941,3133
22965,236,1371,5.809322033898305,2847
22966,670,7440,11.104477611940299,3343
22967,138,1171,8.485507246376812,1556
22968,189,794,4.201058201058201,2937
22969,646,12520,19.38080495356037,3305
22970,317,4334,13.67192429022082,2830
22971,272,2431,8.9375,2824
22972,229,1795,7.8384279475982535,3014
22973,144,1255,8.715277777777779,2773
22974,204,1598,7.833333333333333,2979
22975,186,1204,6.473118279569892,2915
22976,143,1066,7.454545454545454,2825
22977,135,950,7.037037037037037,2710
22978,238,2464,10.352941176470589,2742
22979,381,4090,10.73490813648294,3046
22980,291,2363,8.120274914089347,2915
22981,105,471,4.485714285714286,2551
22982,212,1154,5.443396226415095,2919
22983,443,5290,11.941309255079007,3209
22984,163,2693,16.521472392638035,2724
22985,99,3782,38.2020202020202,1386
22986,155,4105,26.483870967741936,1922
22987,5,102,20.4,125
22988,418,9073,21.705741626794257,3235
22989,372,2811,7.556451612903226,3031
22990,164,633,3.8597560975609757,2513
22991,274,3887,14.186131386861314,2760
22992,348,5233,15.03735632183908,2924
22993,1073,12649,11.788443616029824,3337
22994,218,2194,10.064220183486238,2934
22995,266,2381,8.951127819548873,3042
22996,408,4801,11.767156862745098,3154
22997,222,2545,11.463963963963964,2859
22998,534,12366,23.15730337078652,3189
22999,222,2894,13.036036036036036,2809
23000,278,3169,11.399280575539569,2988
23002,192,2119,11.036458333333334,2869
23003,53,542,10.226415094339623,1047
23004,221,2002,9.058823529411764,2978
23005,241,4733,19.639004149377595,2783
23006,173,1758,10.16184971098266,2754
23007,184,498,2.7065217391304346,2727
23008,133,433,3.255639097744361,2289
23009,103,263,2.5533980582524274,2536
23010,111,315,2.8378378378378377,2407
23012,246,1071,4.353658536585366,2758
23013,223,924,4.143497757847534,2709
23014,209,856,4.095693779904306,2727
23015,18,40,2.2222222222222223,733
23016,24,74,3.0833333333333335,1135
23017,22,67,3.0454545454545454,999
23018,21,51,2.4285714285714284,697
23019,28,81,2.892857142857143,685
23020,76,180,2.3684210526315788,1730
23021,27,120,4.444444444444445,882
23022,22,422,19.181818181818183,453
23023,25,274,10.96,993
23024,11,255,23.181818181818183,294
23025,54,350,6.481481481481482,1502
23026,62,556,8.96774193548387,1838
23027,30,295,9.833333333333334,844
23028,137,1369,9.992700729927007,2172
23029,156,1352,8.666666666666666,2262
23031,155,1278,8.245161290322581,2366
23032,199,2328,11.698492462311558,2305
23033,74,714,9.64864864864865,1962
23034,88,979,11.125,2067
23035,191,2191,11.471204188481675,2501
23036,16,184,11.5,730
23037,20,196,9.8,1075
23038,8,44,5.5,1248
23039,28,199,7.107142857142857,1517
23040,41,253,6.170731707317073,1378
23041,54,272,5.037037037037037,1391
23042,28,103,3.6785714285714284,1048
23043,23,81,3.5217391304347827,1209
23044,25,101,4.04,882
23045,25,118,4.72,701
23046,36,349,9.694444444444445,928
23047,25,58,2.32,540
23048,99,577,5.828282828282828,2118
23049,186,456,2.4516129032258065,2343
23050,205,497,2.424390243902439,2442
23051,162,365,2.253086419753086,2440
23052,278,654,2.352517985611511,2755
23053,164,364,2.2195121951219514,2426
23054,130,295,2.269230769230769,2343
23055,38,657,17.289473684210527,920
23056,39,963,24.692307692307693,1146
23057,45,773,17.177777777777777,1050
23058,48,490,10.208333333333334,1762
23060,42,249,5.928571428571429,1479
23061,117,1015,8.675213675213675,2540
23064,23,221,9.608695652173912,798
23065,99,273,2.757575757575758,1585
23066,85,259,3.0470588235294116,1910
23067,78,294,3.769230769230769,2023
23068,136,809,5.948529411764706,2290
23069,32,88,2.75,845
23070,44,160,3.6363636363636362,1949
23071,19,315,16.57894736842105,709
23072,30,334,11.133333333333333,1333
23073,61,143,2.3442622950819674,1166
23074,48,246,5.125,2258
23075,80,472,5.9,1655
23076,277,8076,29.15523465703971,2670
23077,344,10395,30.218023255813954,2816
23078,257,6831,26.579766536964982,2742
23079,106,251,2.3679245283018866,1719
23080,257,1074,4.178988326848249,2577
23081,139,483,3.4748201438848922,2425
23082,297,2328,7.838383838383838,2755
23083,246,1932,7.853658536585366,2644
23084,994,30739,30.924547283702214,3122
23085,78,376,4.82051282051282,1944
23086,47,1225,26.06382978723404,1937
23087,69,868,12.579710144927537,2291
23088,79,795,10.063291139240507,2346
23089,225,2354,10.462222222222222,2882
23090,149,2237,15.013422818791947,2605
23091,209,580,2.77511961722488,2387
23092,135,523,3.8740740740740742,2052
23093,142,939,6.612676056338028,2357
23094,79,152,1.9240506329113924,1561
23096,146,1033,7.075342465753424,2587
23099,58,137,2.3620689655172415,1695
23100,257,2166,8.428015564202335,2731
23101,213,2031,9.535211267605634,2546
23102,157,1274,8.114649681528663,2448
23103,365,4072,11.156164383561643,2916
23104,46,118,2.5652173913043477,1567
23106,53,291,5.490566037735849,1617
23107,73,359,4.917808219178082,2313
23108,372,2219,5.96505376344086,2658
23109,268,2386,8.902985074626866,2786
23110,255,700,2.7450980392156863,2593
23111,138,312,2.260869565217391,2270
23112,241,546,2.2655601659751037,2811
23113,57,1154,20.24561403508772,1999
23114,45,149,3.311111111111111,1788
23115,45,152,3.3777777777777778,1747
23116,22,76,3.4545454545454546,1552
23117,45,93,2.066666666666667,1629
23118,258,813,3.1511627906976742,2700
23119,151,2282,15.112582781456954,2574
23120,100,1685,16.85,2316
23121,111,2501,22.53153153153153,2423
23122,133,2251,16.924812030075188,2589
23123,95,935,9.842105263157896,2491
23124,43,567,13.186046511627907,2073
23125,38,459,12.078947368421053,1984
23126,291,1109,3.810996563573883,2717
23127,194,736,3.7938144329896906,2344
23128,139,448,3.223021582733813,2313
23129,172,950,5.523255813953488,2283
23130,184,962,5.228260869565218,2463
23131,115,942,8.191304347826087,1927
23132,152,1020,6.7105263157894735,2476
23133,155,782,5.04516129032258,2439
23134,38,1065,28.026315789473685,827
23135,45,1541,34.24444444444445,1241
23136,49,135,2.7551020408163267,1619
23137,23,83,3.608695652173913,1204
23138,82,879,10.71951219512195,2035
23139,27,414,15.333333333333334,1646
23140,52,182,3.5,2050
23141,25,79,3.16,1676
23142,40,121,3.025,1205
23143,16,30,1.875,1234
23144,274,5089,18.572992700729927,2698
23145,169,2084,12.331360946745562,2367
23146,227,798,3.515418502202643,2375
23147,261,1868,7.157088122605364,2388
23148,247,2139,8.65991902834008,2460
23149,21,99,4.714285714285714,811
23150,49,148,3.020408163265306,1946
23151,21,61,2.9047619047619047,1293
23152,159,554,3.4842767295597485,2106
23153,90,263,2.922222222222222,2204
23154,235,2701,11.493617021276595,2613
23155,135,2221,16.451851851851853,2437
23156,205,1665,8.121951219512194,2592
23157,163,2557,15.687116564417177,2532
23158,255,2633,10.325490196078432,2904
23159,223,2293,10.282511210762332,2689
23160,76,1450,19.07894736842105,2062
23161,98,1715,17.5,2448
23162,176,1412,8.022727272727273,2629
23163,209,1832,8.76555023923445,2705
23164,92,578,6.282608695652174,2186
23165,280,3114,11.121428571428572,2814
23166,247,78033,315.9230769230769,2784
23167,231,5847,25.31168831168831,2776
23168,337,3291,9.765578635014837,2888
23169,314,1556,4.955414012738854,2798
23170,445,6857,15.408988764044944,2949
23171,381,6247,16.396325459317584,2947
23172,305,3861,12.659016393442624,2858
23173,416,2766,6.649038461538462,2863
23174,322,3055,9.487577639751553,2764
23175,329,3160,9.604863221884498,2823
23176,226,2165,9.579646017699115,2876
23177,267,2532,9.48314606741573,2950
23178,68,327,4.8088235294117645,2232
23179,53,324,6.113207547169812,2084
23180,49,122,2.489795918367347,2100
23181,82,201,2.451219512195122,2186
23182,433,3741,8.639722863741339,3148
23183,84,226,2.6904761904761907,2472
23184,264,874,3.3106060606060606,2992
23185,30,317,10.566666666666666,1001
23186,70,1982,28.314285714285713,1552
23187,74,2338,31.594594594594593,1471
23188,333,3471,10.423423423423424,2828
23189,141,1249,8.858156028368795,2461
23190,202,1702,8.425742574257425,2390
23191,281,2201,7.832740213523132,2738
23192,345,3516,10.191304347826087,2688
23193,175,1922,10.982857142857142,2826
23194,214,1835,8.574766355140186,2895
23196,298,1872,6.281879194630872,2836
23197,249,1478,5.93574297188755,2846
23198,475,3342,7.03578947368421,2983
23199,978,14908,15.243353783231084,3185
23200,595,7067,11.877310924369748,3004
23201,906,13366,14.752759381898455,3135
23202,879,10941,12.447098976109215,3030
23203,1231,20485,16.640942323314377,3110
23204,583,7976,13.680960548885077,2974
23205,467,5857,12.541755888650963,2911
23206,1036,12147,11.724903474903474,3104
23207,740,7830,10.58108108108108,2989
23208,668,6308,9.44311377245509,2923
23209,1098,13170,11.994535519125684,3054
23210,192,2849,14.838541666666666,2661
23211,160,2329,14.55625,2688
23212,186,2296,12.344086021505376,2664
23213,152,1682,11.06578947368421,2518
23214,103,789,7.660194174757281,2291
23215,210,3564,16.97142857142857,2368
23216,44,525,11.931818181818182,1849
23217,97,1309,13.494845360824742,2338
23218,40,379,9.475,2056
23219,61,430,7.049180327868853,2304
23220,103,993,9.640776699029127,2506
23221,145,1536,10.593103448275862,2589
23222,75,799,10.653333333333334,2163
23223,88,801,9.102272727272727,2380
23224,71,738,10.394366197183098,2272
23225,88,1355,15.397727272727273,2400
23226,98,1247,12.724489795918368,2427
23227,117,1642,14.034188034188034,2487
23228,125,1492,11.936,2614
23229,256,1869,7.30078125,2605
23230,235,7976,33.94042553191489,1950
23231,260,7277,27.98846153846154,1973
23232,238,8526,35.8235294117647,2090
23233,158,5175,32.75316455696203,1736
23234,277,1722,6.216606498194946,2682
23235,105,736,7.0095238095238095,2024
23236,327,2493,7.623853211009174,2754
23237,177,1053,5.9491525423728815,2079
23238,274,1849,6.748175182481752,2720
23239,178,842,4.730337078651686,2586
23240,536,4177,7.792910447761194,2851
23241,363,2165,5.964187327823692,2931
23242,214,1470,6.869158878504673,2616
23243,470,4800,10.212765957446809,2915
23244,112,936,8.357142857142858,2173
23245,873,6345,7.268041237113402,3084
23247,309,2194,7.100323624595469,2627
23249,81,842,10.395061728395062,1769
23250,110,1179,10.718181818181819,2018
23251,120,1712,14.266666666666667,2044
23252,138,603,4.369565217391305,2078
23253,70,258,3.6857142857142855,2262
23254,299,1703,5.695652173913044,2382
23255,158,1014,6.417721518987341,2179
23256,368,2113,5.741847826086956,2726
23263,445,3863,8.680898876404495,2905
23264,299,1963,6.565217391304348,2843
23265,293,1769,6.037542662116041,2798
23266,319,2053,6.435736677115988,2824
23267,108,1202,11.12962962962963,2283
23268,89,1447,16.258426966292134,2079
23269,94,779,8.287234042553191,2406
23270,125,1174,9.392,2352
23271,104,1731,16.64423076923077,2429
23272,44,364,8.272727272727273,1999
23273,112,969,8.651785714285714,2313
23274,119,1180,9.915966386554622,2372
23275,325,3720,11.446153846153846,2867
23280,157,2023,12.885350318471337,2513
23281,101,1280,12.673267326732674,2291
23282,135,812,6.014814814814815,2595
23283,233,994,4.266094420600858,2567
23284,728,5487,7.537087912087912,3007
23285,191,4807,25.167539267015705,2724
23286,222,5048,22.73873873873874,2745
23287,198,1879,9.48989898989899,2709
23288,185,4625,25.0,2700
23289,191,1622,8.492146596858639,2628
23290,214,2430,11.355140186915888,2644
23291,195,1634,8.37948717948718,2668
23292,222,2181,9.824324324324325,2733
23293,552,8471,15.346014492753623,2926
23294,354,4392,12.40677966101695,2835
23295,444,6134,13.815315315315315,2899
23296,378,4979,13.171957671957673,2728
23297,161,4303,26.726708074534162,2021
23298,1146,8466,7.387434554973822,3132
23299,146,1012,6.931506849315069,2476
23300,758,6809,8.982849604221636,3151
23301,913,8807,9.646221248630887,3183
23302,230,1536,6.678260869565217,2850
23303,6,65,10.833333333333334,50
23304,9,71,7.888888888888889,206
23305,9,82,9.11111111111111,114
23306,277,2808,10.137184115523466,2794
23307,629,12049,19.155802861685213,3013
23308,382,6139,16.07068062827225,2923
23309,407,8275,20.331695331695332,2973
23310,245,12050,49.183673469387756,2676
23311,344,2390,6.9476744186046515,2685
23312,214,1423,6.649532710280374,2393
23313,401,2990,7.456359102244389,2711
23314,117,407,3.4786324786324787,2175
23315,86,213,2.4767441860465116,1939
23316,110,250,2.272727272727273,2305
23317,82,173,2.1097560975609757,2080
23318,376,3809,10.13031914893617,2756
23319,403,3720,9.23076923076923,2639
23320,333,2661,7.990990990990991,2536
23321,629,4716,7.497615262321145,2918
23322,562,3069,5.460854092526691,2886
23323,294,1469,4.996598639455782,2677
23324,44,399,9.068181818181818,1495
23325,35,462,13.2,1577
23326,76,3442,45.28947368421053,2171
23327,41,1734,42.292682926829265,1324
23328,405,2841,7.014814814814815,2881
23329,233,1767,7.583690987124464,2384
23330,216,1794,8.305555555555555,2411
23331,109,1596,14.642201834862385,2410
23332,287,2059,7.174216027874564,2540
23333,233,2089,8.965665236051501,2328
23334,130,2271,17.46923076923077,2476
23335,96,377,3.9270833333333335,2268
23336,85,225,2.6470588235294117,2448
23337,69,180,2.608695652173913,2128
23338,109,431,3.9541284403669725,2446
23339,76,173,2.276315789473684,2305
23340,151,2500,16.556291390728475,2449
23341,121,307,2.5371900826446283,2345
23342,163,373,2.2883435582822087,2089
23343,476,6078,12.768907563025211,2890
23344,716,10285,14.364525139664805,2962
23345,174,2451,14.086206896551724,2585
23346,184,2628,14.282608695652174,2650
23347,97,860,8.8659793814433,2419
23348,168,746,4.440476190476191,2596
23349,337,3221,9.557863501483679,2731
23350,305,2712,8.891803278688524,2694
23351,354,3535,9.985875706214689,2734
23352,212,1800,8.49056603773585,2434
23353,327,4007,12.253822629969418,2737
23354,322,3740,11.614906832298137,2713
23355,782,5816,7.437340153452685,2830
23356,476,2359,4.955882352941177,2673
23357,102,450,4.411764705882353,2079
23358,89,594,6.674157303370786,2245
23359,79,990,12.531645569620252,1575
23360,114,1182,10.368421052631579,2002
23365,169,1857,10.988165680473372,2559
23366,195,2249,11.533333333333333,2652
23367,282,3278,11.624113475177305,2672
23368,232,2379,10.254310344827585,2665
23369,126,1105,8.76984126984127,2386
23370,151,1550,10.264900662251655,2493
23371,185,1705,9.216216216216216,2555
23372,147,1389,9.448979591836734,2499
23373,100,1608,16.08,2128
23374,131,2456,18.748091603053435,2030
23375,103,1342,13.029126213592233,2228
23376,155,3039,19.606451612903225,2484
23377,133,1351,10.157894736842104,2560
23378,176,3997,22.710227272727273,2506
23379,76,1220,16.05263157894737,2369
23380,121,2344,19.371900826446282,2395
23381,80,1496,18.7,2282
23382,220,1875,8.522727272727273,2553
23388,154,821,5.3311688311688314,2336
23389,237,1115,4.70464135021097,2481
23390,163,747,4.58282208588957,2220
23391,87,389,4.471264367816092,2164
23392,113,662,5.8584070796460175,2478
23393,229,801,3.497816593886463,2478
23394,150,435,2.9,2420
23395,210,748,3.5619047619047617,2578
23396,196,654,3.336734693877551,2489
23397,217,489,2.2534562211981566,2539
23398,69,606,8.782608695652174,2135
23399,225,1914,8.506666666666666,2619
23400,107,461,4.308411214953271,1950
23401,83,459,5.530120481927711,2130
23402,68,296,4.352941176470588,2160
23403,134,625,4.664179104477612,2417
23404,169,1011,5.982248520710059,2457
23405,70,252,3.6,2171
23406,111,456,4.108108108108108,2045
23407,133,265,1.9924812030075187,2317
23408,59,310,5.254237288135593,1352
23409,43,215,5.0,1266
23410,18,36,2.0,855
23411,56,227,4.053571428571429,1897
23412,76,358,4.7105263157894735,1450
23413,58,173,2.9827586206896552,1941
23414,64,141,2.203125,1305
23415,47,328,6.9787234042553195,1537
23416,25,132,5.28,1743
23417,27,146,5.407407407407407,1828
23418,79,557,7.050632911392405,2200
23419,86,473,5.5,2303
23420,32,164,5.125,1642
23421,33,160,4.848484848484849,1712
23422,47,213,4.531914893617022,2160
23423,66,219,3.3181818181818183,2073
23424,135,462,3.422222222222222,2398
23425,56,275,4.910714285714286,2165
23426,206,1275,6.189320388349515,2603
23427,114,237,2.0789473684210527,1940
23428,33,77,2.3333333333333335,1704
23429,23,47,2.0434782608695654,1046
23430,18,36,2.0,906
23431,72,1449,20.125,1692
23432,74,1276,17.243243243243242,1742
23433,89,1258,14.134831460674157,1835
23434,199,2095,10.527638190954773,2585
23435,99,824,8.323232323232324,2437
23436,114,1979,17.359649122807017,2179
23437,131,1939,14.801526717557252,2255
23438,109,1809,16.59633027522936,2145
23439,397,3986,10.040302267002518,2642
23440,5,164,32.8,186
23441,3,22,7.333333333333333,57
23442,7,40,5.714285714285714,279
23444,79,79,1.0,707
23445,101,2668,26.415841584158414,1659
23446,3,157,52.333333333333336,140
23447,4,158,39.5,160
23448,3,25,8.333333333333334,84
23449,1,12,12.0,14
23451,52,277,5.326923076923077,1938
23452,87,518,5.954022988505747,1870
23453,47,316,6.723404255319149,1015
23454,52,174,3.3461538461538463,1636
23455,35,207,5.914285714285715,816
23456,36,158,4.388888888888889,777
23457,31,112,3.6129032258064515,903
23458,30,51,1.7,719
23459,19,33,1.736842105263158,490
23460,43,108,2.511627906976744,810
23461,94,847,9.01063829787234,2074
23462,46,80,1.7391304347826086,1073
23463,8,13,1.625,264
23464,8,18,2.25,1067
23465,16,29,1.8125,999
23466,27,55,2.037037037037037,1498
23467,11,32,2.909090909090909,1313
23468,11,19,1.7272727272727273,256
23469,72,332,4.611111111111111,2053
23470,84,232,2.761904761904762,1992
23471,27,65,2.4074074074074074,1002
23472,33,58,1.7575757575757576,1090
23473,51,678,13.294117647058824,1892
23474,37,312,8.432432432432432,1908
23475,31,286,9.225806451612904,1685
23476,22,205,9.318181818181818,1534
23477,13,92,7.076923076923077,1622
23478,13,285,21.923076923076923,1463
23479,44,113,2.5681818181818183,1432
23480,215,1798,8.362790697674418,2501
23481,29,228,7.862068965517241,1135
23482,39,418,10.717948717948717,1661
23483,73,1328,18.19178082191781,1914
23484,35,185,5.285714285714286,1871
23485,83,262,3.1566265060240966,1370
23486,74,275,3.7162162162162162,1880
23487,44,80,1.8181818181818181,1585
23489,159,913,5.7421383647798745,2368
23490,101,542,5.366336633663367,2090
23491,78,228,2.923076923076923,1560
23492,28,76,2.7142857142857144,968
23493,415,3964,9.551807228915663,2767
23494,205,809,3.946341463414634,2518
23495,41,225,5.487804878048781,2051
23496,31,112,3.6129032258064515,1779
23497,195,2558,13.117948717948718,2334
23498,99,1640,16.565656565656564,2045
23499,110,1312,11.927272727272728,2250
23500,98,1626,16.591836734693878,2146
23501,112,1821,16.258928571428573,2311
