StockCode,order_frequency,total_quantity,avg_quantity_per_order,related_product_count,cluster_name,recommended_zone,distance_from_packing,picking_priority,current_distance,distance_saved,recommended_distance
72800E,136,538,3.870503597122302,2847,Active/Regular Products,Zone B,25.0,387328,60,35.0,25.0
22251,137,712,5.122302158273381,2825,Active/Regular Products,Zone B,25.0,387162,60,35.0,25.0
22322,139,820,5.899280575539568,2778,Active/Regular Products,Zone B,25.0,386281,60,35.0,25.0
21615,135,891,6.456521739130435,2857,Active/Regular Products,Zone B,25.0,385830,60,35.0,25.0
22035,137,1452,10.5985401459854,2811,Active/Regular Products,Zone B,25.0,385244,60,35.0,25.0
23376,155,3039,19.11320754716981,2484,Active/Regular Products,Zone B,25.0,385175,60,35.0,25.0
22822,158,433,2.740506329113924,2436,Active/Regular Products,Zone B,25.0,385046,60,35.0,25.0
23102,157,1274,8.0125786163522,2448,Active/Regular Products,Zone B,25.0,384493,60,35.0,25.0
22045,208,6527,31.379807692307693,1846,Active/Regular Products,Zone B,25.0,384176,60,35.0,25.0
22321,132,893,6.765151515151516,2900,Active/Regular Products,Zone B,25.0,382932,60,35.0,25.0
20985,131,1179,8.669117647058824,2922,Active/Regular Products,Zone B,25.0,382913,60,35.0,25.0
23213,152,1682,10.851612903225806,2518,Active/Regular Products,Zone B,25.0,382888,60,35.0,25.0
22613,145,1538,10.462585034013603,2634,Active/Regular Products,Zone B,25.0,382075,60,35.0,25.0
22314,133,570,4.222222222222222,2862,Active/Regular Products,Zone B,25.0,380779,60,35.0,25.0
22072,162,848,5.108433734939759,2346,Active/Regular Products,Zone B,25.0,380214,60,35.0,25.0
22279,128,831,6.392307692307693,2967,Active/Regular Products,Zone B,25.0,379904,60,35.0,25.0
22446,133,439,3.2279411764705883,2854,Active/Regular Products,Zone B,25.0,379715,60,35.0,25.0
22097,145,1596,10.431372549019608,2609,Active/Regular Products,Zone B,25.0,378450,60,35.0,25.0
23133,155,782,5.04516129032258,2439,Active/Regular Products,Zone B,25.0,378200,60,35.0,25.0
21470,140,381,2.7214285714285715,2700,Active/Regular Products,Zone B,25.0,378140,60,35.0,25.0
23096,146,1033,7.075342465753424,2587,Active/Regular Products,Zone B,25.0,377848,60,35.0,25.0
35648,128,979,7.473282442748092,2950,Active/Regular Products,Zone B,25.0,377728,60,35.0,25.0
22902,136,1288,9.470588235294118,2772,Active/Regular Products,Zone B,25.0,377128,60,35.0,25.0
21439,130,1430,10.916030534351146,2898,Active/Regular Products,Zone B,25.0,376870,60,35.0,25.0
22153,131,2593,19.06617647058824,2875,Active/Regular Products,Zone B,25.0,376756,60,35.0,25.0
23489,159,913,5.533333333333333,2368,Active/Regular Products,Zone B,25.0,376671,60,35.0,25.0
23370,151,1550,10.130718954248366,2493,Active/Regular Products,Zone B,25.0,376594,60,35.0,25.0
23132,152,1020,6.7105263157894735,2476,Active/Regular Products,Zone B,25.0,376504,60,35.0,25.0
22412,147,911,6.155405405405405,2559,Active/Regular Products,Zone B,25.0,376320,60,35.0,25.0
22854,161,767,4.705521472392638,2336,Active/Regular Products,Zone B,25.0,376257,60,35.0,25.0
23221,145,1536,10.308724832214764,2589,Active/Regular Products,Zone B,25.0,375550,60,35.0,25.0
22731,143,1172,8.13888888888889,2618,Active/Regular Products,Zone B,25.0,374517,60,35.0,25.0
21894,130,592,4.519083969465649,2879,Active/Regular Products,Zone B,25.0,374400,60,35.0,25.0
21454,136,572,4.115107913669065,2749,Active/Regular Products,Zone B,25.0,374000,60,35.0,25.0
22342,128,997,7.7890625,2903,Active/Regular Products,Zone B,25.0,371712,60,35.0,25.0
22200,140,398,2.8226950354609928,2652,Active/Regular Products,Zone B,25.0,371420,60,35.0,25.0
22440,154,6010,38.28025477707006,2408,Active/Regular Products,Zone B,25.0,370986,60,35.0,25.0
22735,136,741,5.292857142857143,2726,Active/Regular Products,Zone B,25.0,370872,60,35.0,25.0
22475,138,313,2.25179856115108,2685,Active/Regular Products,Zone B,25.0,370668,60,35.0,25.0
23340,151,2500,16.44736842105263,2449,Active/Regular Products,Zone B,25.0,369950,60,35.0,25.0
22592,135,658,4.874074074074074,2739,Active/Regular Products,Zone B,25.0,369900,60,35.0,25.0
22955,134,1040,7.647058823529412,2759,Active/Regular Products,Zone B,25.0,369840,60,35.0,25.0
22312,131,645,4.849624060150376,2816,Active/Regular Products,Zone B,25.0,369027,60,35.0,25.0
23237,177,1053,5.9491525423728815,2079,Active/Regular Products,Zone B,25.0,368160,60,35.0,25.0
23372,147,1389,9.19867549668874,2499,Active/Regular Products,Zone B,25.0,367500,60,35.0,25.0
85032A,135,789,5.844444444444444,2721,Active/Regular Products,Zone B,25.0,367470,60,35.0,25.0
23031,155,1278,8.245161290322581,2366,Active/Regular Products,Zone B,25.0,366885,60,35.0,25.0
22477,127,1364,10.74015748031496,2882,Active/Regular Products,Zone B,25.0,366141,60,35.0,25.0
22717,131,1229,9.381679389312977,2793,Active/Regular Products,Zone B,25.0,366014,60,35.0,25.0
22977,135,950,6.985294117647059,2710,Active/Regular Products,Zone B,25.0,365985,60,35.0,25.0
22445,130,534,3.955555555555556,2814,Active/Regular Products,Zone B,25.0,365950,60,35.0,25.0
22859,158,1203,7.51875,2313,Active/Regular Products,Zone B,25.0,365612,60,35.0,25.0
22778,143,808,5.45945945945946,2548,Active/Regular Products,Zone B,25.0,364507,60,35.0,25.0
22927,148,430,2.9054054054054053,2460,Active/Regular Products,Zone B,25.0,364228,60,35.0,25.0
23394,150,435,2.861842105263158,2420,Active/Regular Products,Zone B,25.0,363150,60,35.0,25.0
85059,128,411,3.186046511627907,2835,Active/Regular Products,Zone B,25.0,363008,60,35.0,25.0
85203,127,895,6.78030303030303,2857,Active/Regular Products,Zone B,25.0,362966,60,35.0,25.0
22180,155,330,2.129032258064516,2340,Active/Regular Products,Zone B,25.0,362855,60,35.0,25.0
22474,132,303,2.2954545454545454,2744,Active/Regular Products,Zone B,25.0,362340,60,35.0,25.0
23390,163,747,4.5,2220,Active/Regular Products,Zone B,25.0,362023,60,35.0,25.0
23299,146,1012,6.931506849315069,2476,Active/Regular Products,Zone B,25.0,361642,60,35.0,25.0
22420,126,1333,10.4140625,2869,Active/Regular Products,Zone B,25.0,361620,60,35.0,25.0
22025,130,1835,14.00763358778626,2779,Active/Regular Products,Zone B,25.0,361400,60,35.0,25.0
21207,132,1067,8.022556390977444,2736,Active/Regular Products,Zone B,25.0,361284,60,35.0,25.0
22535,134,1763,13.156716417910449,2687,Active/Regular Products,Zone B,25.0,360192,60,35.0,25.0
23541,152,872,5.7368421052631575,2368,Active/Regular Products,Zone B,25.0,360088,60,35.0,25.0
23388,154,821,5.331168831168832,2336,Active/Regular Products,Zone B,25.0,359898,60,35.0,25.0
22123,122,508,4.130081300813008,2944,Active/Regular Products,Zone B,25.0,359290,60,35.0,25.0
85032B,133,786,5.909774436090226,2698,Active/Regular Products,Zone B,25.0,358967,60,35.0,25.0
23526,143,1012,7.027777777777778,2507,Active/Regular Products,Zone B,25.0,358644,60,35.0,25.0
22402,151,1719,11.30921052631579,2374,Active/Regular Products,Zone B,25.0,358625,60,35.0,25.0
21110,134,1105,8.185185185185185,2674,Active/Regular Products,Zone B,25.0,358450,60,35.0,25.0
21801,125,1251,10.008,2858,Active/Regular Products,Zone B,25.0,357375,60,35.0,25.0
22400,150,1393,9.164473684210526,2380,Active/Regular Products,Zone B,25.0,357150,60,35.0,25.0
22481,128,825,6.346153846153846,2789,Active/Regular Products,Zone B,25.0,357120,60,35.0,25.0
21749,140,1963,14.021428571428572,2548,Active/Regular Products,Zone B,25.0,356860,60,35.0,25.0
47503A,163,2734,16.273809523809526,2188,Active/Regular Products,Zone B,25.0,356807,60,35.0,25.0
22163,122,875,7.056451612903226,2923,Active/Regular Products,Zone B,25.0,356728,60,35.0,25.0
22946,137,453,3.282608695652174,2602,Active/Regular Products,Zone B,25.0,356611,60,35.0,25.0
22376,122,252,2.032258064516129,2916,Active/Regular Products,Zone B,25.0,355874,60,35.0,25.0
21126,126,592,4.661417322834645,2821,Active/Regular Products,Zone B,25.0,355572,60,35.0,25.0
22476,125,880,7.04,2834,Active/Regular Products,Zone B,25.0,354375,60,35.0,25.0
23551,136,1840,13.333333333333334,2603,Active/Regular Products,Zone B,25.0,354144,60,35.0,25.0
72760B,153,409,2.673202614379085,2311,Active/Regular Products,Zone B,25.0,353736,60,35.0,25.0
22340,128,1398,10.921875,2760,Active/Regular Products,Zone B,25.0,353408,60,35.0,25.0
23029,156,1352,8.666666666666666,2262,Active/Regular Products,Zone B,25.0,353028,60,35.0,25.0
37450,134,714,5.25,2633,Active/Regular Products,Zone B,25.0,352956,60,35.0,25.0
22121,133,352,2.626865671641791,2645,Active/Regular Products,Zone B,25.0,351918,60,35.0,25.0
22396,128,1226,9.578125,2746,Active/Regular Products,Zone B,25.0,351616,60,35.0,25.0
23282,135,812,5.927007299270073,2595,Active/Regular Products,Zone B,25.0,350460,60,35.0,25.0
15060B,131,451,3.442748091603053,2671,Active/Regular Products,Zone B,25.0,350032,60,35.0,25.0
22703,123,360,2.926829268292683,2838,Active/Regular Products,Zone B,25.0,349197,60,35.0,25.0
21883,133,1653,12.428571428571429,2623,Active/Regular Products,Zone B,25.0,348992,60,35.0,25.0
22309,121,369,3.0245901639344264,2872,Active/Regular Products,Zone B,25.0,347633,60,35.0,25.0
46000S,185,1556,8.41081081081081,1877,Active/Regular Products,Zone B,25.0,347430,60,35.0,25.0
22284,131,927,7.0227272727272725,2651,Active/Regular Products,Zone B,25.0,347412,60,35.0,25.0
23189,141,1249,8.795774647887324,2461,Active/Regular Products,Zone B,25.0,347142,60,35.0,25.0
23506,146,2723,18.033112582781456,2371,Active/Regular Products,Zone B,25.0,346312,60,35.0,25.0
22403,125,1322,10.576,2767,Active/Regular Products,Zone B,25.0,346000,60,35.0,25.0
22190,116,676,5.777777777777778,2977,Active/Regular Products,Zone B,25.0,345448,60,35.0,25.0
15056P,144,776,5.388888888888889,2395,Active/Regular Products,Zone B,25.0,345024,60,35.0,25.0
23122,133,2251,16.551470588235293,2589,Active/Regular Products,Zone B,25.0,344470,60,35.0,25.0
23255,158,1014,6.417721518987341,2179,Active/Regular Products,Zone B,25.0,344440,60,35.0,25.0
47310M,121,410,3.360655737704918,2842,Active/Regular Products,Zone B,25.0,344003,60,35.0,25.0
20984,170,3785,21.505681818181817,2021,Active/Regular Products,Zone B,25.0,343740,60,35.0,25.0
84279P,126,377,2.968503937007874,2726,Active/Regular Products,Zone B,25.0,343602,60,35.0,25.0
22182,122,372,3.0491803278688523,2810,Active/Regular Products,Zone B,25.0,342942,60,35.0,25.0
22789,138,844,6.071942446043166,2481,Active/Regular Products,Zone B,25.0,342516,60,35.0,25.0
22695,123,741,5.928,2782,Active/Regular Products,Zone B,25.0,342309,60,35.0,25.0
22756,123,599,4.869918699186992,2782,Active/Regular Products,Zone B,25.0,342309,60,35.0,25.0
85087,125,339,2.712,2734,Active/Regular Products,Zone B,25.0,341875,60,35.0,25.0
21867,121,348,2.6769230769230767,2820,Active/Regular Products,Zone B,25.0,341341,60,35.0,25.0
23342,163,373,2.2883435582822087,2089,Active/Regular Products,Zone B,25.0,340670,60,35.0,25.0
23377,133,1351,10.082089552238806,2560,Active/Regular Products,Zone B,25.0,340613,60,35.0,25.0
85035C,130,1137,8.485074626865671,2616,Active/Regular Products,Zone B,25.0,340210,60,35.0,25.0
37340,135,2544,18.705882352941178,2517,Active/Regular Products,Zone B,25.0,339930,60,35.0,25.0
22931,129,813,6.253846153846154,2627,Active/Regular Products,Zone B,25.0,339012,60,35.0,25.0
21114,138,1341,9.647482014388489,2455,Active/Regular Products,Zone B,25.0,338928,60,35.0,25.0
35953,131,3581,26.72388059701493,2583,Active/Regular Products,Zone B,25.0,338504,60,35.0,25.0
21744,127,529,4.10077519379845,2664,Active/Regular Products,Zone B,25.0,338455,60,35.0,25.0
82599,141,508,3.5524475524475525,2399,Active/Regular Products,Zone B,25.0,338400,60,35.0,25.0
21730,131,517,3.946564885496183,2582,Active/Regular Products,Zone B,25.0,338373,60,35.0,25.0
21408,117,285,2.435897435897436,2891,Active/Regular Products,Zone B,25.0,338364,60,35.0,25.0
21677,119,835,7.016806722689076,2838,Active/Regular Products,Zone B,25.0,337841,60,35.0,25.0
22673,131,791,5.992424242424242,2576,Active/Regular Products,Zone B,25.0,337587,60,35.0,25.0
47567B,133,602,4.492537313432836,2537,Active/Regular Products,Zone B,25.0,337554,60,35.0,25.0
82001S,127,1582,12.359375,2656,Active/Regular Products,Zone B,25.0,337439,60,35.0,25.0
23081,139,483,3.474820143884892,2425,Active/Regular Products,Zone B,25.0,337214,60,35.0,25.0
21014,119,1385,11.260162601626016,2831,Active/Regular Products,Zone B,25.0,337008,60,35.0,25.0
22523,135,864,6.4,2491,Active/Regular Products,Zone B,25.0,336420,60,35.0,25.0
84913A,124,273,2.2016129032258065,2710,Active/Regular Products,Zone B,25.0,336164,60,35.0,25.0
21249,119,724,6.084033613445378,2822,Active/Regular Products,Zone B,25.0,335937,60,35.0,25.0
84950,120,3619,29.90909090909091,2794,Active/Regular Products,Zone B,25.0,335400,60,35.0,25.0
23152,159,554,3.4625,2106,Active/Regular Products,Zone B,25.0,335013,60,35.0,25.0
23093,142,939,6.612676056338028,2357,Active/Regular Products,Zone B,25.0,334836,60,35.0,25.0
70006,120,2702,22.14754098360656,2789,Active/Regular Products,Zone B,25.0,334800,60,35.0,25.0
22349,131,1366,10.348484848484848,2550,Active/Regular Products,Zone B,25.0,334181,60,35.0,25.0
85078,124,1932,15.580645161290322,2694,Active/Regular Products,Zone B,25.0,334180,60,35.0,25.0
21389,128,1113,8.305970149253731,2606,Active/Regular Products,Zone B,25.0,333696,60,35.0,25.0
85071B,125,1290,10.15748031496063,2666,Active/Regular Products,Zone B,25.0,333375,60,35.0,25.0
22269,125,932,7.396825396825397,2662,Active/Regular Products,Zone B,25.0,332875,60,35.0,25.0
22332,148,1032,6.926174496644295,2237,Active/Regular Products,Zone B,25.0,331224,60,35.0,25.0
22701,115,549,4.732758620689655,2874,Active/Regular Products,Zone B,25.0,330625,60,35.0,25.0
84519B,126,471,3.7086614173228343,2623,Active/Regular Products,Zone B,25.0,330624,60,35.0,25.0
22183,129,322,2.496124031007752,2559,Active/Regular Products,Zone B,25.0,330240,60,35.0,25.0
21382,128,1143,8.86046511627907,2578,Active/Regular Products,Zone B,25.0,330112,60,35.0,25.0
21058,122,1154,9.306451612903226,2703,Active/Regular Products,Zone B,25.0,329888,60,35.0,25.0
21163,127,1196,9.129770992366412,2596,Active/Regular Products,Zone B,25.0,329819,60,35.0,25.0
23155,135,2221,16.451851851851853,2437,Active/Regular Products,Zone B,25.0,329130,60,35.0,25.0
47504H,118,978,8.288135593220339,2788,Active/Regular Products,Zone B,25.0,329102,60,35.0,25.0
23228,125,1492,11.841269841269842,2614,Active/Regular Products,Zone B,25.0,326875,60,35.0,25.0
23297,161,4303,26.39877300613497,2021,Active/Regular Products,Zone B,25.0,325542,60,35.0,25.0
22599,123,1953,15.75,2645,Active/Regular Products,Zone B,25.0,325458,60,35.0,25.0
22715,130,1543,11.86923076923077,2502,Active/Regular Products,Zone B,25.0,325390,60,35.0,25.0
22681,126,710,5.546875,2581,Active/Regular Products,Zone B,25.0,325332,60,35.0,25.0
85175,143,5321,37.20979020979021,2266,Active/Regular Products,Zone B,25.0,324181,60,35.0,25.0
23403,134,625,4.62962962962963,2417,Active/Regular Products,Zone B,25.0,324012,60,35.0,25.0
23424,135,462,3.422222222222222,2398,Active/Regular Products,Zone B,25.0,323865,60,35.0,25.0
21706,120,346,2.8833333333333333,2696,Active/Regular Products,Zone B,25.0,323640,60,35.0,25.0
22350,120,1410,11.652892561983473,2694,Active/Regular Products,Zone B,25.0,323400,60,35.0,25.0
21813,112,549,4.8584070796460175,2885,Active/Regular Products,Zone B,25.0,323232,60,35.0,25.0
21215,124,1087,8.626984126984127,2602,Active/Regular Products,Zone B,25.0,322772,60,35.0,25.0
23334,130,2271,16.698529411764707,2476,Active/Regular Products,Zone B,25.0,322010,60,35.0,25.0
22947,137,746,5.445255474452555,2348,Active/Regular Products,Zone B,25.0,321813,60,35.0,25.0
23128,139,448,3.223021582733813,2313,Active/Regular Products,Zone B,25.0,321646,60,35.0,25.0
85034B,120,945,7.745901639344262,2678,Active/Regular Products,Zone B,25.0,321480,60,35.0,25.0
23559,124,649,5.233870967741935,2589,Active/Regular Products,Zone B,25.0,321160,60,35.0,25.0
21578,127,746,5.874015748031496,2519,Active/Regular Products,Zone B,25.0,320040,60,35.0,25.0
21288,110,355,3.227272727272727,2903,Active/Regular Products,Zone B,25.0,319440,60,35.0,25.0
21159,124,1126,9.080645161290322,2574,Active/Regular Products,Zone B,25.0,319300,60,35.0,25.0
21675,110,628,5.709090909090909,2899,Active/Regular Products,Zone B,25.0,319000,60,35.0,25.0
21042,131,334,2.492537313432836,2429,Active/Regular Products,Zone B,25.0,318330,60,35.0,25.0
22310,109,668,6.018018018018018,2914,Active/Regular Products,Zone B,25.0,317735,60,35.0,25.0
70007,107,841,7.787037037037037,2968,Active/Regular Products,Zone B,25.0,317683,60,35.0,25.0
82613D,111,696,6.27027027027027,2858,Active/Regular Products,Zone B,25.0,317349,60,35.0,25.0
11001,113,1615,14.043478260869565,2803,Active/Regular Products,Zone B,25.0,316852,60,35.0,25.0
21873,116,1618,13.948275862068966,2729,Active/Regular Products,Zone B,25.0,316680,60,35.0,25.0
22293,122,903,7.224,2588,Active/Regular Products,Zone B,25.0,315858,60,35.0,25.0
22939,125,469,3.752,2523,Active/Regular Products,Zone B,25.0,315500,60,35.0,25.0
21809,117,1964,16.231404958677686,2695,Active/Regular Products,Zone B,25.0,315432,60,35.0,25.0
22811,108,881,8.082568807339449,2915,Active/Regular Products,Zone B,25.0,314928,60,35.0,25.0
82613B,111,583,5.252252252252252,2836,Active/Regular Products,Zone B,25.0,314907,60,35.0,25.0
84796B,124,256,2.064516129032258,2536,Active/Regular Products,Zone B,25.0,314588,60,35.0,25.0
21945,105,358,3.3773584905660377,2991,Active/Regular Products,Zone B,25.0,314160,60,35.0,25.0
22604,125,1251,9.69767441860465,2508,Active/Regular Products,Zone B,25.0,313625,60,35.0,25.0
23111,138,312,2.2446043165467624,2270,Active/Regular Products,Zone B,25.0,313398,60,35.0,25.0
22070,116,948,8.102564102564102,2692,Active/Regular Products,Zone B,25.0,312388,60,35.0,25.0
20986,113,654,5.637931034482759,2763,Active/Regular Products,Zone B,25.0,312332,60,35.0,25.0
85131A,119,996,8.369747899159664,2621,Active/Regular Products,Zone B,25.0,312018,60,35.0,25.0
85054,115,587,5.060344827586207,2710,Active/Regular Products,Zone B,25.0,311765,60,35.0,25.0
23068,136,809,5.86231884057971,2290,Active/Regular Products,Zone B,25.0,311576,60,35.0,25.0
21942,103,287,2.786407766990292,3019,Active/Regular Products,Zone B,25.0,311060,60,35.0,25.0
22061,146,582,3.9863013698630136,2126,Active/Regular Products,Zone B,25.0,310542,60,35.0,25.0
37447,115,820,7.130434782608695,2691,Active/Regular Products,Zone B,25.0,309580,60,35.0,25.0
72349B,114,729,6.2844827586206895,2713,Active/Regular Products,Zone B,25.0,309396,60,35.0,25.0
22928,115,288,2.5043478260869567,2682,Active/Regular Products,Zone B,25.0,308545,60,35.0,25.0
23407,133,265,1.9924812030075187,2317,Active/Regular Products,Zone B,25.0,308294,60,35.0,25.0
22583,111,573,5.116071428571429,2775,Active/Regular Products,Zone B,25.0,308136,60,35.0,25.0
22683,119,644,5.366666666666666,2571,Active/Regular Products,Zone B,25.0,306068,60,35.0,25.0
22243,131,3098,23.293233082706767,2334,Active/Regular Products,Zone B,25.0,305885,60,35.0,25.0
22905,110,581,5.2342342342342345,2777,Active/Regular Products,Zone B,25.0,305580,60,35.0,25.0
22308,105,250,2.380952380952381,2906,Active/Regular Products,Zone B,25.0,305235,60,35.0,25.0
22285,120,870,7.073170731707317,2542,Active/Regular Products,Zone B,25.0,305160,60,35.0,25.0
23054,130,295,2.269230769230769,2343,Active/Regular Products,Zone B,25.0,304720,60,35.0,25.0
23008,133,433,3.255639097744361,2289,Active/Regular Products,Zone B,25.0,304570,60,35.0,25.0
37500,113,380,3.3628318584070795,2686,Active/Regular Products,Zone B,25.0,303631,60,35.0,25.0
21245,128,1075,8.333333333333334,2371,Active/Regular Products,Zone B,25.0,303616,60,35.0,25.0
21591,146,1374,8.980392156862745,2077,Active/Regular Products,Zone B,25.0,303388,60,35.0,25.0
21824,117,1916,15.966666666666669,2587,Active/Regular Products,Zone B,25.0,302796,60,35.0,25.0
21455,117,612,5.1,2587,Active/Regular Products,Zone B,25.0,302796,60,35.0,25.0
47563A,105,285,2.7142857142857144,2882,Active/Regular Products,Zone B,25.0,302715,60,35.0,25.0
21446,105,449,4.045045045045045,2881,Active/Regular Products,Zone B,25.0,302610,60,35.0,25.0
22066,135,2239,16.107913669064747,2240,Active/Regular Products,Zone B,25.0,302535,60,35.0,25.0
22434,124,793,6.395161290322581,2437,Active/Regular Products,Zone B,25.0,302312,60,35.0,25.0
23369,126,1105,8.565891472868216,2386,Active/Regular Products,Zone B,25.0,300762,60,35.0,25.0
21819,124,2470,18.571428571428573,2418,Active/Regular Products,Zone B,25.0,299956,60,35.0,25.0
21846,103,424,4.116504854368932,2908,Active/Regular Products,Zone B,25.0,299627,60,35.0,25.0
21109,112,936,8.068965517241379,2673,Active/Regular Products,Zone B,25.0,299488,60,35.0,25.0
22944,111,3375,29.605263157894736,2697,Active/Regular Products,Zone B,25.0,299478,60,35.0,25.0
22261,107,579,5.263636363636364,2795,Active/Regular Products,Zone B,25.0,299172,60,35.0,25.0
22260,104,552,5.158878504672897,2875,Active/Regular Products,Zone B,25.0,299104,60,35.0,25.0
21564,123,1042,8.471544715447154,2430,Active/Regular Products,Zone B,25.0,299013,60,35.0,25.0
16156S,167,5800,34.73053892215569,1786,Active/Regular Products,Zone B,25.0,298429,60,35.0,25.0
22831,121,706,5.739837398373984,2465,Active/Regular Products,Zone B,25.0,298386,60,35.0,25.0
21504,115,1891,16.443478260869565,2591,Active/Regular Products,Zone B,25.0,298080,60,35.0,25.0
22986,155,4105,26.483870967741936,1922,Active/Regular Products,Zone B,25.0,298065,60,35.0,25.0
23028,137,1369,9.920289855072465,2172,Active/Regular Products,Zone B,25.0,297701,60,35.0,25.0
21358,108,411,3.8055555555555554,2753,Active/Regular Products,Zone B,25.0,297432,60,35.0,25.0
23061,117,1015,8.675213675213675,2540,Active/Regular Products,Zone B,25.0,297297,60,35.0,25.0
22286,115,1123,9.765217391304349,2583,Active/Regular Products,Zone B,25.0,297160,60,35.0,25.0
21739,111,254,2.2882882882882885,2674,Active/Regular Products,Zone B,25.0,296925,60,35.0,25.0
35095A,100,925,9.25,2967,Active/Regular Products,Zone B,25.0,296800,60,35.0,25.0
22473,112,503,4.491071428571429,2649,Active/Regular Products,Zone B,25.0,296800,60,35.0,25.0
22704,174,5253,30.189655172413797,1704,Active/Regular Products,Zone B,25.0,296670,60,35.0,25.0
22063,120,583,4.739837398373984,2470,Active/Regular Products,Zone B,25.0,296520,60,35.0,25.0
22247,113,668,5.758620689655173,2619,Active/Regular Products,Zone B,25.0,296060,60,35.0,25.0
22248,109,593,5.342342342342342,2715,Active/Regular Products,Zone B,25.0,296044,60,35.0,25.0
21495,165,5800,35.15151515151515,1793,Active/Regular Products,Zone B,25.0,296010,60,35.0,25.0
79000,125,4162,33.296,2366,Active/Regular Products,Zone B,25.0,295875,60,35.0,25.0
72807A,107,393,3.638888888888889,2764,Active/Regular Products,Zone B,25.0,295855,60,35.0,25.0
37449,154,563,3.655844155844156,1920,Active/Regular Products,Zone B,25.0,295834,60,35.0,25.0
23437,131,1939,14.801526717557252,2255,Active/Regular Products,Zone B,25.0,295536,60,35.0,25.0
23270,125,1174,9.171875,2352,Active/Regular Products,Zone B,25.0,294125,60,35.0,25.0
72807B,110,395,3.5267857142857144,2671,Active/Regular Products,Zone B,25.0,293920,60,35.0,25.0
22471,105,419,3.9904761904761914,2782,Active/Regular Products,Zone B,25.0,292215,60,35.0,25.0
22428,114,246,2.1578947368421053,2559,Active/Regular Products,Zone B,25.0,291840,60,35.0,25.0
21403,106,1857,17.5188679245283,2748,Active/Regular Products,Zone B,25.0,291394,60,35.0,25.0
21355,120,789,6.414634146341464,2425,Active/Regular Products,Zone B,25.0,291120,60,35.0,25.0
23227,117,1642,14.034188034188034,2487,Active/Regular Products,Zone B,25.0,291096,60,35.0,25.0
17084N,101,1264,12.514851485148515,2877,Active/Regular Products,Zone B,25.0,290678,60,35.0,25.0
21528,111,215,1.936936936936937,2616,Active/Regular Products,Zone B,25.0,290487,60,35.0,25.0
23380,121,2344,19.056910569105693,2395,Active/Regular Products,Zone B,25.0,289916,60,35.0,25.0
22472,107,320,2.9906542056074765,2708,Active/Regular Products,Zone B,25.0,289863,60,35.0,25.0
20956,101,822,8.058823529411764,2867,Active/Regular Products,Zone B,25.0,289668,60,35.0,25.0
21070,107,1106,10.24074074074074,2695,Active/Regular Products,Zone B,25.0,288472,60,35.0,25.0
84012,115,1265,10.905172413793103,2506,Active/Regular Products,Zone B,25.0,288305,60,35.0,25.0
84006,105,918,8.742857142857142,2743,Active/Regular Products,Zone B,25.0,288120,60,35.0,25.0
20839,105,575,5.476190476190476,2741,Active/Regular Products,Zone B,25.0,287910,60,35.0,25.0
20735,112,623,5.5625,2569,Active/Regular Products,Zone B,25.0,287840,60,35.0,25.0
21944,100,337,3.3366336633663365,2876,Active/Regular Products,Zone B,25.0,287700,60,35.0,25.0
22933,122,940,7.642276422764228,2356,Active/Regular Products,Zone B,25.0,287554,60,35.0,25.0
35964,100,783,7.752475247524752,2874,Active/Regular Products,Zone B,25.0,287500,60,35.0,25.0
21584,146,1059,6.876623376623376,1965,Active/Regular Products,Zone B,25.0,287036,60,35.0,25.0
21394,131,3865,29.50381679389313,2190,Active/Regular Products,Zone B,25.0,287021,60,35.0,25.0
21865,106,271,2.532710280373832,2706,Active/Regular Products,Zone B,25.0,286942,60,35.0,25.0
23252,138,603,4.369565217391305,2078,Active/Regular Products,Zone B,25.0,286902,60,35.0,25.0
84923,98,162,1.653061224489796,2922,Active/Regular Products,Zone B,25.0,286454,60,35.0,25.0
35095B,98,862,8.795918367346939,2922,Active/Regular Products,Zone B,25.0,286454,60,35.0,25.0
21680,103,868,8.427184466019417,2769,Active/Regular Products,Zone B,25.0,285310,60,35.0,25.0
22547,101,809,7.931372549019608,2823,Active/Regular Products,Zone B,25.0,285224,60,35.0,25.0
22291,120,1289,10.565573770491802,2366,Active/Regular Products,Zone B,25.0,284040,60,35.0,25.0
23341,121,307,2.5371900826446283,2345,Active/Regular Products,Zone B,25.0,283866,60,35.0,25.0
85202,106,672,6.0,2669,Active/Regular Products,Zone B,25.0,283020,60,35.0,25.0
16225,102,813,7.970588235294118,2771,Active/Regular Products,Zone B,25.0,282744,60,35.0,25.0
23274,119,1180,9.833333333333334,2372,Active/Regular Products,Zone B,25.0,282387,60,35.0,25.0
85170D,100,451,4.51,2821,Active/Regular Products,Zone B,25.0,282200,60,35.0,25.0
21363,125,243,1.8837209302325584,2252,Active/Regular Products,Zone B,25.0,281625,60,35.0,25.0
84598,99,1975,19.949494949494948,2837,Active/Regular Products,Zone B,25.0,280962,60,35.0,25.0
84968C,104,317,3.048076923076923,2699,Active/Regular Products,Zone B,25.0,280800,60,35.0,25.0
22130,110,2277,20.150442477876105,2548,Active/Regular Products,Zone B,25.0,280390,60,35.0,25.0
85204,104,2050,19.52380952380953,2694,Active/Regular Products,Zone B,25.0,280280,60,35.0,25.0
23392,113,662,5.807017543859649,2478,Active/Regular Products,Zone B,25.0,280127,60,35.0,25.0
