StockCode,order_frequency,total_quantity,avg_quantity_per_order,related_product_count,cluster_name,recommended_zone,distance_from_packing,picking_priority,current_distance,distance_saved
20840,74,533,7.1066666666666665,2433,Active/Regular Products,Zone B,25.0,39442,60,35.0
22913,112,352,3.142857142857143,2485,Active/Regular Products,Zone B,25.0,39424,60,35.0
21812,100,393,3.93,2750,Active/Regular Products,Zone B,25.0,39300,60,35.0
21288,110,355,3.227272727272727,2903,Active/Regular Products,Zone B,25.0,39050,60,35.0
22363,81,480,5.783132530120482,2696,Active/Regular Products,Zone B,25.0,38880,60,35.0
22246,90,431,4.788888888888889,2846,Active/Regular Products,Zone B,25.0,38790,60,35.0
85114C,75,516,6.615384615384615,2474,Active/Regular Products,Zone B,25.0,38700,60,35.0
84596J,68,568,8.352941176470589,2223,Active/Regular Products,Zone B,25.0,38624,60,35.0
23553,68,568,8.352941176470589,1868,Active/Regular Products,Zone B,25.0,38624,60,35.0
16054,33,1166,35.333333333333336,1039,Slow-Moving Products,Zone D,60.0,38478,60,0.0
23054,130,295,2.269230769230769,2343,Active/Regular Products,Zone B,25.0,38350,60,35.0
23401,83,459,5.530120481927711,2130,Active/Regular Products,Zone B,25.0,38097,60,35.0
22051,39,975,25.0,932,Slow-Moving Products,Zone D,60.0,38025,60,0.0
21066,54,702,13.0,2175,Active/Regular Products,Zone B,25.0,37908,60,35.0
23075,80,472,5.9,1655,Slow-Moving Products,Zone D,60.0,37760,60,0.0
84926E,39,968,24.82051282051282,1675,Slow-Moving Products,Zone D,60.0,37752,60,0.0
21945,105,358,3.3773584905660377,2991,Active/Regular Products,Zone B,25.0,37590,60,35.0
20803,40,939,23.475,1629,Slow-Moving Products,Zone D,60.0,37560,60,0.0
23056,39,963,24.075,1146,Slow-Moving Products,Zone D,60.0,37557,60,0.0
84821,40,935,22.804878048780488,1234,Slow-Moving Products,Zone D,60.0,37400,60,0.0
84559A,94,397,4.223404255319149,2865,Active/Regular Products,Zone B,25.0,37318,60,35.0
22894,122,305,2.4796747967479673,1895,Active/Regular Products,Zone B,25.0,37210,60,35.0
23341,121,307,2.5371900826446283,2345,Active/Regular Products,Zone B,25.0,37147,60,35.0
22660,102,364,3.5686274509803924,2521,Active/Regular Products,Zone B,25.0,37128,60,35.0
84951B,82,451,5.433734939759036,2689,Active/Regular Products,Zone B,25.0,36982,60,35.0
85034A,74,498,6.225,2072,Active/Regular Products,Zone B,25.0,36852,60,35.0
22167,156,236,1.5128205128205128,2983,Active/Regular Products,Zone B,25.0,36816,60,35.0
21618,91,404,4.164948453608248,2740,Active/Regular Products,Zone B,25.0,36764,60,35.0
85114B,77,477,6.194805194805195,2666,Active/Regular Products,Zone B,25.0,36729,60,35.0
22313,65,565,8.432835820895523,1949,Active/Regular Products,Zone B,25.0,36725,60,35.0
85159B,59,622,10.542372881355933,1161,Slow-Moving Products,Zone D,60.0,36698,60,0.0
22119,106,345,3.1944444444444446,1937,Active/Regular Products,Zone B,25.0,36570,60,35.0
85114A,56,649,11.589285714285714,2423,Active/Regular Products,Zone B,25.0,36344,60,35.0
22316,55,660,12.0,2341,Active/Regular Products,Zone B,25.0,36300,60,35.0
21684,47,771,16.404255319148938,2179,Active/Regular Products,Zone B,25.0,36237,60,35.0
22393,71,510,7.183098591549296,2593,Active/Regular Products,Zone B,25.0,36210,60,35.0
23335,96,377,3.88659793814433,2268,Active/Regular Products,Zone B,25.0,36192,60,35.0
22525,74,489,6.608108108108108,1924,Active/Regular Products,Zone B,25.0,36186,60,35.0
22519,88,411,4.670454545454546,1835,Active/Regular Products,Zone B,25.0,36168,60,35.0
21386,51,709,12.89090909090909,1546,Slow-Moving Products,Zone D,60.0,36159,60,0.0
84826,31,1162,35.21212121212121,914,Slow-Moving Products,Zone D,60.0,36022,60,0.0
17012C,85,420,4.9411764705882355,2814,Active/Regular Products,Zone B,25.0,35700,60,35.0
22057,61,584,9.573770491803279,1280,Slow-Moving Products,Zone D,60.0,35624,60,0.0
22591,86,413,4.8023255813953485,2312,Active/Regular Products,Zone B,25.0,35518,60,35.0
84660A,42,843,20.071428571428573,1530,Slow-Moving Products,Zone D,60.0,35406,60,0.0
23514,74,478,6.45945945945946,1940,Active/Regular Products,Zone B,25.0,35372,60,35.0
22305,51,693,13.588235294117647,1992,Active/Regular Products,Zone B,25.0,35343,60,35.0
22341,78,453,5.8076923076923075,2602,Active/Regular Products,Zone B,25.0,35334,60,35.0
23407,133,265,1.9924812030075187,2317,Active/Regular Products,Zone B,25.0,35245,60,35.0
85130D,62,565,8.968253968253968,2011,Active/Regular Products,Zone B,25.0,35030,60,35.0
23010,111,315,2.8378378378378377,2407,Active/Regular Products,Zone B,25.0,34965,60,35.0
23057,45,773,17.177777777777777,1050,Slow-Moving Products,Zone D,60.0,34785,60,0.0
84356,82,424,5.170731707317073,2392,Active/Regular Products,Zone B,25.0,34768,60,35.0
22049,33,1050,31.818181818181817,809,Slow-Moving Products,Zone D,60.0,34650,60,0.0
22215,101,343,3.396039603960396,2372,Active/Regular Products,Zone B,25.0,34643,60,35.0
84754,62,558,8.857142857142858,2530,Active/Regular Products,Zone B,25.0,34596,60,35.0
23473,51,678,13.294117647058824,1892,Active/Regular Products,Zone B,25.0,34578,60,35.0
22453,78,442,5.594936708860759,2517,Active/Regular Products,Zone B,25.0,34476,60,35.0
23026,62,556,8.6875,1838,Active/Regular Products,Zone B,25.0,34472,60,35.0
22223,78,441,5.582278481012659,2522,Active/Regular Products,Zone B,25.0,34398,60,35.0
22265,64,536,7.6571428571428575,2202,Active/Regular Products,Zone B,25.0,34304,60,35.0
72799E,76,451,5.857142857142857,2688,Active/Regular Products,Zone B,25.0,34276,60,35.0
84763,57,601,10.543859649122806,1734,Slow-Moving Products,Zone D,60.0,34257,60,0.0
22472,107,320,2.9906542056074765,2708,Active/Regular Products,Zone B,25.0,34240,60,35.0
84509G,66,517,7.833333333333333,2180,Active/Regular Products,Zone B,25.0,34122,60,35.0
21466,112,304,2.7142857142857144,2449,Active/Regular Products,Zone B,25.0,34048,60,35.0
21318,49,694,13.88,1723,Slow-Moving Products,Zone D,60.0,34006,60,0.0
85071D,84,403,4.686046511627907,2427,Active/Regular Products,Zone B,25.0,33852,60,35.0
84913A,124,273,2.2016129032258065,2710,Active/Regular Products,Zone B,25.0,33852,60,35.0
23391,87,389,4.420454545454546,2164,Active/Regular Products,Zone B,25.0,33843,60,35.0
79051A,41,823,19.595238095238095,1409,Slow-Moving Products,Zone D,60.0,33743,60,0.0
21944,100,337,3.3366336633663365,2876,Active/Regular Products,Zone B,25.0,33700,60,35.0
22181,57,591,10.368421052631579,2358,Active/Regular Products,Zone B,25.0,33687,60,35.0
17129F,57,588,10.31578947368421,2538,Active/Regular Products,Zone B,25.0,33516,60,35.0
21408,117,285,2.4358974358974357,2891,Active/Regular Products,Zone B,25.0,33345,60,35.0
85049F,88,378,4.153846153846154,1922,Active/Regular Products,Zone B,25.0,33264,60,35.0
22928,115,288,2.5043478260869567,2682,Active/Regular Products,Zone B,25.0,33120,60,35.0
21724,81,408,5.037037037037037,2654,Active/Regular Products,Zone B,25.0,33048,60,35.0
21643,60,550,9.166666666666666,2435,Active/Regular Products,Zone B,25.0,33000,60,35.0
84968C,104,317,3.048076923076923,2699,Active/Regular Products,Zone B,25.0,32968,60,35.0
22647,45,732,16.266666666666666,1930,Active/Regular Products,Zone B,25.0,32940,60,35.0
35967,67,485,7.2388059701492535,2664,Active/Regular Products,Zone B,25.0,32495,60,35.0
22103,26,1248,48.0,1469,Slow-Moving Products,Zone D,60.0,32448,60,0.0
21194,65,498,7.545454545454546,2231,Active/Regular Products,Zone B,25.0,32370,60,35.0
21171,73,438,6.0,2131,Active/Regular Products,Zone B,25.0,31974,60,35.0
22136,84,378,4.395348837209302,2342,Active/Regular Products,Zone B,25.0,31752,60,35.0
84796B,124,256,2.064516129032258,2536,Active/Regular Products,Zone B,25.0,31744,60,35.0
85180A,63,503,7.859375,2082,Active/Regular Products,Zone B,25.0,31689,60,35.0
79164,19,1666,83.3,466,Slow-Moving Products,Zone D,60.0,31654,60,0.0
22048,32,975,30.46875,884,Slow-Moving Products,Zone D,60.0,31200,60,0.0
23525,53,582,10.981132075471699,1913,Active/Regular Products,Zone B,25.0,30846,60,35.0
22376,122,252,2.032258064516129,2916,Active/Regular Products,Zone B,25.0,30744,60,35.0
22687,52,590,11.346153846153847,2199,Active/Regular Products,Zone B,25.0,30680,60,35.0
21363,125,243,1.8837209302325582,2252,Active/Regular Products,Zone B,25.0,30375,60,35.0
23524,63,481,7.634920634920635,2108,Active/Regular Products,Zone B,25.0,30303,60,35.0
23568,48,630,13.125,2139,Active/Regular Products,Zone B,25.0,30240,60,35.0
21220,89,338,3.797752808988764,2862,Active/Regular Products,Zone B,25.0,30082,60,35.0
22589,79,379,4.679012345679013,2653,Active/Regular Products,Zone B,25.0,29941,60,35.0
47563A,105,285,2.7142857142857144,2882,Active/Regular Products,Zone B,25.0,29925,60,35.0
22514,99,302,3.0505050505050506,2454,Active/Regular Products,Zone B,25.0,29898,60,35.0
21064,101,296,2.8737864077669903,2690,Active/Regular Products,Zone B,25.0,29896,60,35.0
84660C,45,661,14.688888888888888,2107,Active/Regular Products,Zone B,25.0,29745,60,35.0
21820,90,329,3.5760869565217392,2572,Active/Regular Products,Zone B,25.0,29610,60,35.0
21942,103,287,2.7864077669902914,3019,Active/Regular Products,Zone B,25.0,29561,60,35.0
22518,81,363,4.481481481481482,1365,Slow-Moving Products,Zone D,60.0,29403,60,0.0
22044,36,816,22.666666666666668,1007,Slow-Moving Products,Zone D,60.0,29376,60,0.0
20615,95,309,3.2526315789473683,2772,Active/Regular Products,Zone B,25.0,29355,60,35.0
23085,78,376,4.476190476190476,1944,Active/Regular Products,Zone B,25.0,29328,60,35.0
21520,58,504,8.689655172413794,2505,Active/Regular Products,Zone B,25.0,29232,60,35.0
20716,73,400,5.405405405405405,2171,Active/Regular Products,Zone B,25.0,29200,60,35.0
20669,96,304,3.00990099009901,2899,Active/Regular Products,Zone B,25.0,29184,60,35.0
21352,77,378,4.909090909090909,2654,Active/Regular Products,Zone B,25.0,29106,60,35.0
22406,84,346,4.119047619047619,2615,Active/Regular Products,Zone B,25.0,29064,60,35.0
21060,71,405,5.704225352112676,2381,Active/Regular Products,Zone B,25.0,28755,60,35.0
35598D,42,684,16.285714285714285,2245,Active/Regular Products,Zone B,25.0,28728,60,35.0
23003,53,542,10.037037037037036,1047,Slow-Moving Products,Zone D,60.0,28726,60,0.0
21865,106,271,2.532710280373832,2706,Active/Regular Products,Zone B,25.0,28726,60,35.0
22912,100,287,2.8415841584158414,2370,Active/Regular Products,Zone B,25.0,28700,60,35.0
22067,70,408,5.746478873239437,2436,Active/Regular Products,Zone B,25.0,28560,60,35.0
23512,57,500,8.771929824561404,1842,Active/Regular Products,Zone B,25.0,28500,60,35.0
84660B,40,707,17.675,1619,Slow-Moving Products,Zone D,60.0,28280,60,0.0
35957,41,688,16.78048780487805,2148,Active/Regular Products,Zone B,25.0,28208,60,35.0
21739,111,254,2.2882882882882885,2674,Active/Regular Products,Zone B,25.0,28194,60,35.0
22428,114,246,2.1578947368421053,2559,Active/Regular Products,Zone B,25.0,28044,60,35.0
16258A,59,472,8.0,2456,Active/Regular Products,Zone B,25.0,27848,60,35.0
21289,49,567,11.571428571428571,2205,Active/Regular Products,Zone B,25.0,27783,60,35.0
47422,45,617,12.854166666666666,1388,Slow-Moving Products,Zone D,60.0,27765,60,0.0
21828,84,330,3.8823529411764706,2468,Active/Regular Products,Zone B,25.0,27720,60,35.0
22495,98,282,2.877551020408163,2809,Active/Regular Products,Zone B,25.0,27636,60,35.0
15044C,88,313,3.5568181818181817,2369,Active/Regular Products,Zone B,25.0,27544,60,35.0
82616C,85,324,3.8117647058823527,2650,Active/Regular Products,Zone B,25.0,27540,60,35.0
23316,110,250,2.272727272727273,2305,Active/Regular Products,Zone B,25.0,27500,60,35.0
22288,58,474,7.645161290322581,2096,Active/Regular Products,Zone B,25.0,27492,60,35.0
21467,104,264,2.5384615384615383,2507,Active/Regular Products,Zone B,25.0,27456,60,35.0
21246,96,286,2.9791666666666665,2343,Active/Regular Products,Zone B,25.0,27456,60,35.0
85213,33,829,25.12121212121212,1666,Slow-Moving Products,Zone D,60.0,27357,60,0.0
21634,28,976,34.857142857142854,1420,Slow-Moving Products,Zone D,60.0,27328,60,0.0
79030D,47,581,12.361702127659575,1915,Active/Regular Products,Zone B,25.0,27307,60,35.0
23412,76,358,4.64935064935065,1450,Slow-Moving Products,Zone D,60.0,27208,60,0.0
22236,88,308,3.5,1175,Slow-Moving Products,Zone D,60.0,27104,60,0.0
23009,103,263,2.5533980582524274,2536,Active/Regular Products,Zone B,25.0,27089,60,35.0
23065,99,273,2.757575757575758,1585,Slow-Moving Products,Zone D,60.0,27027,60,0.0
23427,114,237,2.0608695652173914,1940,Active/Regular Products,Zone B,25.0,27018,60,35.0
84558A,81,333,4.060975609756097,2501,Active/Regular Products,Zone B,25.0,26973,60,35.0
23079,106,251,2.3457943925233646,1719,Active/Regular Products,Zone B,25.0,26606,60,35.0
22414,95,279,2.9368421052631577,2294,Active/Regular Products,Zone B,25.0,26505,60,35.0
21448,77,344,4.246913580246914,2242,Active/Regular Products,Zone B,25.0,26488,60,35.0
85230E,24,1101,45.875,765,Slow-Moving Products,Zone D,60.0,26424,60,0.0
22308,105,250,2.380952380952381,2906,Active/Regular Products,Zone B,25.0,26250,60,35.0
23219,61,430,6.71875,2304,Active/Regular Products,Zone B,25.0,26230,60,35.0
23107,73,359,4.917808219178082,2313,Active/Regular Products,Zone B,25.0,26207,60,35.0
21925,65,403,6.106060606060606,1277,Slow-Moving Products,Zone D,60.0,26195,60,0.0
21747,54,485,8.981481481481481,2040,Active/Regular Products,Zone B,25.0,26190,60,35.0
84968A,98,267,2.696969696969697,2650,Active/Regular Products,Zone B,25.0,26166,60,35.0
35651,58,451,7.6440677966101696,2172,Active/Regular Products,Zone B,25.0,26158,60,35.0
21464,105,249,2.3714285714285714,1481,Slow-Moving Products,Zone D,60.0,26145,60,0.0
21792,76,344,4.526315789473684,1721,Slow-Moving Products,Zone D,60.0,26144,60,0.0
21441,62,421,6.790322580645161,2368,Active/Regular Products,Zone B,25.0,26102,60,35.0
35809A,62,420,6.666666666666667,1944,Active/Regular Products,Zone B,25.0,26040,60,35.0
22405,70,372,5.314285714285714,2555,Active/Regular Products,Zone B,25.0,26040,60,35.0
20619,99,262,2.6464646464646466,2764,Active/Regular Products,Zone B,25.0,25938,60,35.0
22021,71,365,5.0,1361,Slow-Moving Products,Zone D,60.0,25915,60,0.0
21262,78,332,4.256410256410256,2530,Active/Regular Products,Zone B,25.0,25896,60,35.0
22808,75,345,4.6,2267,Active/Regular Products,Zone B,25.0,25875,60,35.0
23565,63,410,6.507936507936508,2235,Active/Regular Products,Zone B,25.0,25830,60,35.0
21469,89,290,3.258426966292135,2130,Active/Regular Products,Zone B,25.0,25810,60,35.0
84341B,40,645,15.731707317073171,1871,Active/Regular Products,Zone B,25.0,25800,60,35.0
85230G,25,1032,41.28,772,Slow-Moving Products,Zone D,60.0,25800,60,0.0
21442,59,437,7.406779661016949,2349,Active/Regular Products,Zone B,25.0,25783,60,35.0
22032,60,427,7.116666666666666,2421,Active/Regular Products,Zone B,25.0,25620,60,35.0
21189,72,355,4.863013698630137,2713,Active/Regular Products,Zone B,25.0,25560,60,35.0
22317,89,286,3.2134831460674156,2667,Active/Regular Products,Zone B,25.0,25454,60,35.0
22482,53,478,9.018867924528301,1173,Slow-Moving Products,Zone D,60.0,25334,60,0.0
35965,69,366,5.304347826086956,2561,Active/Regular Products,Zone B,25.0,25254,60,35.0
82616B,73,343,4.573333333333333,2611,Active/Regular Products,Zone B,25.0,25039,60,35.0
23055,38,657,16.425,920,Slow-Moving Products,Zone D,60.0,24966,60,0.0
84659A,89,280,3.146067415730337,2614,Active/Regular Products,Zone B,25.0,24920,60,35.0
21926,60,414,6.9,1221,Slow-Moving Products,Zone D,60.0,24840,60,0.0
22829,109,227,2.0825688073394497,2151,Active/Regular Products,Zone B,25.0,24743,60,35.0
22276,85,290,3.411764705882353,2467,Active/Regular Products,Zone B,25.0,24650,60,35.0
84997b,67,364,5.2,625,Slow-Moving Products,Zone D,60.0,24388,60,0.0
23124,43,567,13.186046511627907,2073,Active/Regular Products,Zone B,25.0,24381,60,35.0
21292,28,867,30.964285714285715,938,Slow-Moving Products,Zone D,60.0,24276,60,0.0
21424,70,346,4.942857142857143,1265,Slow-Moving Products,Zone D,60.0,24220,60,0.0
79190A,63,384,6.095238095238095,2624,Active/Regular Products,Zone B,25.0,24192,60,35.0
85170C,72,335,4.652777777777778,2722,Active/Regular Products,Zone B,25.0,24120,60,35.0
84926D,34,709,20.257142857142856,1616,Slow-Moving Products,Zone D,60.0,24106,60,0.0
21067,76,317,4.116883116883117,2411,Active/Regular Products,Zone B,25.0,24092,60,35.0
21373,47,512,10.893617021276595,1039,Slow-Moving Products,Zone D,60.0,24064,60,0.0
23554,57,422,7.4035087719298245,1843,Active/Regular Products,Zone B,25.0,24054,60,35.0
22162,91,264,2.869565217391304,2866,Active/Regular Products,Zone B,25.0,24024,60,35.0
23528,50,479,9.58,2047,Active/Regular Products,Zone B,25.0,23950,60,35.0
23469,72,332,4.611111111111111,2053,Active/Regular Products,Zone B,25.0,23904,60,35.0
21528,111,215,1.936936936936937,2616,Active/Regular Products,Zone B,25.0,23865,60,35.0
22500,96,248,2.5833333333333335,2343,Active/Regular Products,Zone B,25.0,23808,60,35.0
84880,76,312,4.0519480519480515,2185,Active/Regular Products,Zone B,25.0,23712,60,35.0
23153,90,263,2.922222222222222,2204,Active/Regular Products,Zone B,25.0,23670,60,35.0
85016,42,563,13.404761904761905,1803,Slow-Moving Products,Zone D,60.0,23646,60,0.0
23529,37,637,17.216216216216218,1871,Active/Regular Products,Zone B,25.0,23569,60,35.0
23058,48,490,10.208333333333334,1762,Slow-Moving Products,Zone D,60.0,23520,60,0.0
84884A,78,301,3.858974358974359,2342,Active/Regular Products,Zone B,25.0,23478,60,35.0
21723,59,397,6.728813559322034,2548,Active/Regular Products,Zone B,25.0,23423,60,35.0
21311,51,459,8.826923076923077,1609,Slow-Moving Products,Zone D,60.0,23409,60,0.0
84997d,73,319,4.253333333333333,609,Slow-Moving Products,Zone D,60.0,23287,60,0.0
85187,69,337,4.746478873239437,1755,Slow-Moving Products,Zone D,60.0,23253,60,0.0
37482P,47,494,10.291666666666666,1777,Slow-Moving Products,Zone D,60.0,23218,60,0.0
22325,93,249,2.6774193548387095,2384,Active/Regular Products,Zone B,25.0,23157,60,35.0
47518F,28,827,29.535714285714285,835,Slow-Moving Products,Zone D,60.0,23156,60,0.0
21417,68,340,5.0,2668,Active/Regular Products,Zone B,25.0,23120,60,35.0
23556,53,436,8.226415094339623,1376,Slow-Moving Products,Zone D,60.0,23108,60,0.0
23216,44,525,11.666666666666666,1849,Active/Regular Products,Zone B,25.0,23100,60,35.0
22442,78,296,3.7948717948717947,1964,Active/Regular Products,Zone B,25.0,23088,60,35.0
22073,69,334,4.704225352112676,1784,Active/Regular Products,Zone B,25.0,23046,60,35.0
79302M,62,370,5.873015873015873,2339,Active/Regular Products,Zone B,25.0,22940,60,35.0
23067,78,294,3.5853658536585367,2023,Active/Regular Products,Zone B,25.0,22932,60,35.0
44234,33,693,20.38235294117647,1805,Slow-Moving Products,Zone D,60.0,22869,60,0.0
22688,32,705,22.03125,1056,Slow-Moving Products,Zone D,60.0,22560,60,0.0
21793,74,304,4.053333333333334,2138,Active/Regular Products,Zone B,25.0,22496,60,35.0
22497,100,224,2.24,2649,Active/Regular Products,Zone B,25.0,22400,60,35.0
85035A,81,276,3.2857142857142856,2174,Active/Regular Products,Zone B,25.0,22356,60,35.0
22515,84,266,3.1666666666666665,2394,Active/Regular Products,Zone B,25.0,22344,60,35.0
35911A,70,319,4.557142857142857,2326,Active/Regular Products,Zone B,25.0,22330,60,35.0
22763,108,206,1.9074074074074074,2576,Active/Regular Products,Zone B,25.0,22248,60,35.0
23178,68,327,4.8088235294117645,2232,Active/Regular Products,Zone B,25.0,22236,60,35.0
90057,22,1008,45.81818181818182,662,Slow-Moving Products,Zone D,60.0,22176,60,0.0
85130C,46,482,10.25531914893617,1586,Slow-Moving Products,Zone D,60.0,22172,60,0.0
15058B,97,228,2.350515463917526,2232,Active/Regular Products,Zone B,25.0,22116,60,35.0
23066,85,259,3.0470588235294116,1910,Active/Regular Products,Zone B,25.0,22015,60,35.0
22760,80,275,3.4375,2105,Active/Regular Products,Zone B,25.0,22000,60,35.0
20967,83,265,3.1927710843373496,1861,Active/Regular Products,Zone B,25.0,21995,60,35.0
20838,57,385,6.754385964912281,2216,Active/Regular Products,Zone B,25.0,21945,60,35.0
47585A,83,264,3.180722891566265,2574,Active/Regular Products,Zone B,25.0,21912,60,35.0
21972,65,335,5.153846153846154,2391,Active/Regular Products,Zone B,25.0,21775,60,35.0
22242,34,640,18.823529411764707,1624,Slow-Moving Products,Zone D,60.0,21760,60,0.0
79160,49,444,8.538461538461538,1378,Slow-Moving Products,Zone D,60.0,21756,60,0.0
23485,83,262,3.1566265060240966,1370,Slow-Moving Products,Zone D,60.0,21746,60,0.0
21306,44,494,11.227272727272727,1884,Active/Regular Products,Zone B,25.0,21736,60,35.0
72803A,41,529,12.902439024390244,1429,Slow-Moving Products,Zone D,60.0,21689,60,0.0
84313C,43,504,11.720930232558139,1886,Active/Regular Products,Zone B,25.0,21672,60,35.0
23558,52,415,7.980769230769231,1615,Slow-Moving Products,Zone D,60.0,21580,60,0.0
85159A,47,453,9.638297872340425,1134,Slow-Moving Products,Zone D,60.0,21291,60,0.0
22259,44,481,10.688888888888888,1914,Active/Regular Products,Zone B,25.0,21164,60,35.0
22324,74,286,3.8133333333333335,2781,Active/Regular Products,Zone B,25.0,21164,60,35.0
84926A,35,604,17.257142857142856,1549,Slow-Moving Products,Zone D,60.0,21140,60,0.0
85185B,71,297,4.013513513513513,2281,Active/Regular Products,Zone B,25.0,21087,60,35.0
20868,46,458,9.956521739130435,2225,Active/Regular Products,Zone B,25.0,21068,60,35.0
23555,50,421,8.254901960784315,1632,Slow-Moving Products,Zone D,60.0,21050,60,0.0
23517,63,334,5.301587301587301,2053,Active/Regular Products,Zone B,25.0,21042,60,35.0
17012A,65,323,4.893939393939394,2595,Active/Regular Products,Zone B,25.0,20995,60,35.0
20652,78,265,3.3974358974358974,2729,Active/Regular Products,Zone B,25.0,20670,60,35.0
20686,77,267,3.4675324675324677,2431,Active/Regular Products,Zone B,25.0,20559,60,35.0
20867,62,331,5.338709677419355,2507,Active/Regular Products,Zone B,25.0,20522,60,35.0
21624,95,216,2.2268041237113403,2447,Active/Regular Products,Zone B,25.0,20520,60,35.0
22118,89,230,2.5842696629213484,2452,Active/Regular Products,Zone B,25.0,20470,60,35.0
85039C,67,305,4.552238805970149,2759,Active/Regular Products,Zone B,25.0,20435,60,35.0
22777,58,352,6.068965517241379,1950,Active/Regular Products,Zone B,25.0,20416,60,35.0
85169B,62,329,5.306451612903226,2618,Active/Regular Products,Zone B,25.0,20398,60,35.0
23486,74,275,3.7162162162162162,1880,Active/Regular Products,Zone B,25.0,20350,60,35.0
72802A,63,323,5.046875,1837,Active/Regular Products,Zone B,25.0,20349,60,35.0
20931,68,299,4.397058823529412,2641,Active/Regular Products,Zone B,25.0,20332,60,35.0
22040,28,725,25.892857142857142,694,Slow-Moving Products,Zone D,60.0,20300,60,0.0
47566b,102,199,1.9509803921568627,866,Slow-Moving Products,Zone D,60.0,20298,60,0.0
21537,61,332,5.442622950819672,1883,Active/Regular Products,Zone B,25.0,20252,60,35.0
84849B,76,266,3.5,2161,Active/Regular Products,Zone B,25.0,20216,60,35.0
23527,48,420,8.75,1552,Slow-Moving Products,Zone D,60.0,20160,60,0.0
23402,68,296,4.352941176470588,2160,Active/Regular Products,Zone B,25.0,20128,60,35.0
84625A,42,478,11.380952380952381,1962,Active/Regular Products,Zone B,25.0,20076,60,35.0
23598,47,427,9.085106382978724,1585,Slow-Moving Products,Zone D,60.0,20069,60,0.0
C2,141,142,1.0070921985815602,1145,Slow-Moving Products,Zone D,60.0,20022,60,0.0
21719,58,345,5.8474576271186445,2464,Active/Regular Products,Zone B,25.0,20010,60,35.0
22496,79,253,3.2025316455696204,2241,Active/Regular Products,Zone B,25.0,19987,60,35.0
21581,79,252,3.189873417721519,2617,Active/Regular Products,Zone B,25.0,19908,60,35.0
22220,86,231,2.686046511627907,2232,Active/Regular Products,Zone B,25.0,19866,60,35.0
21688,57,348,6.105263157894737,2163,Active/Regular Products,Zone B,25.0,19836,60,35.0
72122,61,324,5.225806451612903,2492,Active/Regular Products,Zone B,25.0,19764,60,35.0
20767,79,250,3.1645569620253164,2564,Active/Regular Products,Zone B,25.0,19750,60,35.0
85169C,46,429,9.326086956521738,2196,Active/Regular Products,Zone B,25.0,19734,60,35.0
21576,78,252,3.230769230769231,2566,Active/Regular Products,Zone B,25.0,19656,60,35.0
85123a,67,292,4.358208955223881,1067,Slow-Moving Products,Zone D,60.0,19564,60,0.0
20655,99,197,1.9898989898989898,2748,Active/Regular Products,Zone B,25.0,19503,60,35.0
23470,84,232,2.761904761904762,1992,Active/Regular Products,Zone B,25.0,19488,60,35.0
21222,73,265,3.581081081081081,2711,Active/Regular Products,Zone B,25.0,19345,60,35.0
15044B,60,321,5.35,1739,Slow-Moving Products,Zone D,60.0,19260,60,0.0
22762,112,171,1.5267857142857142,2418,Active/Regular Products,Zone B,25.0,19152,60,35.0
23336,85,225,2.616279069767442,2448,Active/Regular Products,Zone B,25.0,19125,60,35.0
84569A,65,294,4.523076923076923,2571,Active/Regular Products,Zone B,25.0,19110,60,35.0
23183,84,226,2.6588235294117646,2472,Active/Regular Products,Zone B,25.0,18984,60,35.0
20755,62,306,4.935483870967742,2277,Active/Regular Products,Zone B,25.0,18972,60,35.0
84976,37,512,13.837837837837839,1870,Active/Regular Products,Zone B,25.0,18944,60,35.0
22105,33,574,17.393939393939394,2255,Active/Regular Products,Zone B,25.0,18942,60,35.0
35915C,60,315,5.25,1899,Active/Regular Products,Zone B,25.0,18900,60,35.0
23025,54,350,6.481481481481482,1502,Slow-Moving Products,Zone D,60.0,18900,60,0.0
21365,52,363,6.722222222222222,1991,Active/Regular Products,Zone B,25.0,18876,60,35.0
84993A,55,343,6.236363636363636,2289,Active/Regular Products,Zone B,25.0,18865,60,35.0
21465,79,237,3.0,2193,Active/Regular Products,Zone B,25.0,18723,60,35.0
21055,105,178,1.6952380952380952,2634,Active/Regular Products,Zone B,25.0,18690,60,35.0
46776F,89,210,2.359550561797753,2780,Active/Regular Products,Zone B,25.0,18690,60,35.0
85019B,36,512,14.222222222222221,1954,Active/Regular Products,Zone B,25.0,18432,60,35.0
22799,89,207,2.3258426966292136,1886,Active/Regular Products,Zone B,25.0,18423,60,35.0
23315,86,213,2.4767441860465116,1939,Active/Regular Products,Zone B,25.0,18318,60,35.0
23408,59,310,5.254237288135593,1352,Slow-Moving Products,Zone D,60.0,18290,60,0.0
23521,44,413,9.386363636363637,2174,Active/Regular Products,Zone B,25.0,18172,60,35.0
22785,74,245,3.310810810810811,2582,Active/Regular Products,Zone B,25.0,18130,60,35.0
23253,70,258,3.6857142857142855,2262,Active/Regular Products,Zone B,25.0,18060,60,35.0
21693,50,361,7.22,1922,Active/Regular Products,Zone B,25.0,18050,60,35.0
22166,87,207,2.3793103448275863,2515,Active/Regular Products,Zone B,25.0,18009,60,35.0
21683,58,310,5.344827586206897,1968,Active/Regular Products,Zone B,25.0,17980,60,35.0
22509,86,209,2.4302325581395348,1989,Active/Regular Products,Zone B,25.0,17974,60,35.0
