InvoiceNo,before_distance,after_distance,distance_saved,improvement_percent
566669,141,5.0,136.0,96.45390070921985
566670,4,0.0,4.0,100.0
566673,69,0.0,69.0,100.0
566674,147,16.0,131.0,89.1156462585034
566675,8,0.0,8.0,100.0
566694,60,10.0,50.0,83.33333333333334
566705,54,0.0,54.0,100.0
566707,12,0.0,12.0,100.0
566708,47,0.0,47.0,100.0
566709,97,0.0,97.0,100.0
566713,97,9.0,88.0,90.72164948453609
566717,236,5.0,231.0,97.88135593220339
566718,13,0.0,13.0,100.0
566719,31,2.0,29.0,93.54838709677419
566720,236,2.0,234.0,99.15254237288136
566721,113,1.0,112.0,99.11504424778761
566722,55,14.0,41.0,74.54545454545455
566723,38,4.0,34.0,89.47368421052632
566724,58,8.0,50.0,86.20689655172413
566726,317,12.0,305.0,96.21451104100946
566727,6,0.0,6.0,100.0
566728,71,0.0,71.0,100.0
566729,31,0.0,31.0,100.0
566730,100,0.0,100.0,100.0
566731,71,21.0,50.0,70.4225352112676
566732,71,6.0,65.0,91.54929577464789
566733,48,7.0,41.0,85.41666666666666
566734,248,12.0,236.0,95.16129032258065
566735,162,0.0,162.0,100.0
566736,79,6.0,73.0,92.40506329113924
566737,128,5.0,123.0,96.09375
566738,7,0.0,7.0,100.0
566739,66,3.0,63.0,95.45454545454545
566740,52,0.0,52.0,100.0
566744,11,0.0,11.0,100.0
566746,35,7.0,28.0,80.0
566747,70,0.0,70.0,100.0
566750,25,0.0,25.0,100.0
566755,15,0.0,15.0,100.0
566756,129,4.0,125.0,96.89922480620154
566757,761,22.0,739.0,97.10906701708278
566759,14,3.0,11.0,78.57142857142857
566760,120,0.0,120.0,100.0
566761,2,0.0,2.0,100.0
566769,35,0.0,35.0,100.0
566770,10,0.0,10.0,100.0
566771,171,4.0,167.0,97.6608187134503
566772,81,0.0,81.0,100.0
566773,93,0.0,93.0,100.0
566774,57,8.0,49.0,85.96491228070175
566776,72,9.0,63.0,87.5
566778,58,0.0,58.0,100.0
566781,106,0.0,106.0,100.0
566783,57,6.0,51.0,89.47368421052632
566786,123,9.0,114.0,92.6829268292683
566787,490,13.0,477.0,97.34693877551021
566788,101,9.0,92.0,91.0891089108911
566789,197,0.0,197.0,100.0
566790,100,21.0,79.0,79.0
566816,134,4.0,130.0,97.01492537313433
566817,54,9.0,45.0,83.33333333333334
566818,28,0.0,28.0,100.0
566819,85,7.0,78.0,91.76470588235294
566821,91,6.0,85.0,93.4065934065934
566822,54,0.0,54.0,100.0
566823,5,4.0,1.0,20.0
566829,32,0.0,32.0,100.0
566833,39,0.0,39.0,100.0
566846,19,0.0,19.0,100.0
566847,172,15.0,157.0,91.27906976744185
566848,1,2.0,-1.0,-100.0
566849,141,4.0,137.0,97.16312056737588
566850,74,0.0,74.0,100.0
566851,214,9.0,205.0,95.7943925233645
566860,86,0.0,86.0,100.0
566861,3,5.0,-2.0,-66.66666666666666
566862,28,0.0,28.0,100.0
566863,10,0.0,10.0,100.0
566864,157,11.0,146.0,92.99363057324841
566865,3,0.0,3.0,100.0
566866,56,4.0,52.0,92.85714285714286
566867,33,0.0,33.0,100.0
566868,29,2.0,27.0,93.10344827586206
566869,185,15.0,170.0,91.8918918918919
566870,28,0.0,28.0,100.0
566871,99,0.0,99.0,100.0
566872,140,17.0,123.0,87.85714285714286
566873,61,6.0,55.0,90.1639344262295
566874,13,0.0,13.0,100.0
566875,50,0.0,50.0,100.0
566891,103,1.0,102.0,99.02912621359224
566901,85,7.0,78.0,91.76470588235294
566904,64,11.0,53.0,82.8125
566912,197,21.0,176.0,89.34010152284264
566913,431,11.0,420.0,97.4477958236659
566914,199,0.0,199.0,100.0
566915,62,5.0,57.0,91.93548387096774
566916,3,0.0,3.0,100.0
566917,94,0.0,94.0,100.0
566918,7,0.0,7.0,100.0
566921,34,4.0,30.0,88.23529411764706
566922,94,0.0,94.0,100.0
566923,91,2.0,89.0,97.8021978021978
566926,11,0.0,11.0,100.0
566927,4,0.0,4.0,100.0
566928,35,0.0,35.0,100.0
566929,200,6.0,194.0,97.0
566930,103,15.0,88.0,85.43689320388349
566931,15,0.0,15.0,100.0
566932,114,8.0,106.0,92.98245614035088
566933,67,0.0,67.0,100.0
566934,26,0.0,26.0,100.0
566935,27,0.0,27.0,100.0
566936,32,0.0,32.0,100.0
566937,9,0.0,9.0,100.0
566938,64,8.0,56.0,87.5
566949,816,22.0,794.0,97.30392156862744
566950,147,15.0,132.0,89.79591836734694
566951,44,5.0,39.0,88.63636363636364
566952,844,9.0,835.0,98.93364928909952
566954,5,0.0,5.0,100.0
566959,160,6.0,154.0,96.25
566962,109,15.0,94.0,86.23853211009175
566964,4,0.0,4.0,100.0
566967,92,5.0,87.0,94.56521739130434
566968,42,0.0,42.0,100.0
566969,47,0.0,47.0,100.0
566971,60,0.0,60.0,100.0
566972,106,0.0,106.0,100.0
566973,63,1.0,62.0,98.4126984126984
566974,12,0.0,12.0,100.0
566975,94,9.0,85.0,90.42553191489363
566976,473,24.0,449.0,94.9260042283298
566979,211,13.0,198.0,93.8388625592417
566980,50,1.0,49.0,98.0
566981,82,14.0,68.0,82.92682926829268
566984,76,0.0,76.0,100.0
566985,482,29.0,453.0,93.98340248962656
566987,53,5.0,48.0,90.56603773584906
566988,99,8.0,91.0,91.91919191919192
567024,280,10.0,270.0,96.42857142857143
567043,166,0.0,166.0,100.0
567062,193,12.0,181.0,93.78238341968913
567066,92,0.0,92.0,100.0
567074,91,9.0,82.0,90.10989010989012
567076,115,0.0,115.0,100.0
567077,171,0.0,171.0,100.0
567085,112,0.0,112.0,100.0
567092,276,1.0,275.0,99.63768115942028
567093,97,7.0,90.0,92.78350515463917
567094,104,0.0,104.0,100.0
567095,154,16.0,138.0,89.6103896103896
567096,88,2.0,86.0,97.72727272727273
567097,27,0.0,27.0,100.0
567099,248,0.0,248.0,100.0
567102,18,0.0,18.0,100.0
567104,84,5.0,79.0,94.04761904761905
567111,68,0.0,68.0,100.0
567124,59,1.0,58.0,98.30508474576271
567126,192,12.0,180.0,93.75
567128,321,13.0,308.0,95.95015576323988
567134,20,0.0,20.0,100.0
567135,3,0.0,3.0,100.0
567138,95,13.0,82.0,86.31578947368422
567139,31,0.0,31.0,100.0
567140,57,8.0,49.0,85.96491228070175
567141,27,0.0,27.0,100.0
567142,102,0.0,102.0,100.0
567144,16,5.0,11.0,68.75
567145,110,7.0,103.0,93.63636363636364
567146,7,0.0,7.0,100.0
567148,116,12.0,104.0,89.65517241379311
567153,148,6.0,142.0,95.94594594594594
567154,38,0.0,38.0,100.0
567156,120,4.0,116.0,96.66666666666667
567157,35,8.0,27.0,77.14285714285715
567158,9,0.0,9.0,100.0
567159,38,0.0,38.0,100.0
567160,58,0.0,58.0,100.0
567161,121,13.0,108.0,89.25619834710744
567162,24,7.0,17.0,70.83333333333334
567163,62,0.0,62.0,100.0
567164,123,0.0,123.0,100.0
567165,263,5.0,258.0,98.09885931558935
567166,42,0.0,42.0,100.0
567167,272,4.0,268.0,98.52941176470588
567168,79,3.0,76.0,96.20253164556962
567169,6,0.0,6.0,100.0
567170,387,3.0,384.0,99.2248062015504
567171,10,5.0,5.0,50.0
567172,29,2.0,27.0,93.10344827586206
567173,33,0.0,33.0,100.0
567174,152,0.0,152.0,100.0
567175,45,6.0,39.0,86.66666666666667
567176,48,0.0,48.0,100.0
567178,86,0.0,86.0,100.0
567179,152,5.0,147.0,96.71052631578947
567180,251,9.0,242.0,96.41434262948208
567181,49,1.0,48.0,97.95918367346938
567182,214,12.0,202.0,94.39252336448598
567183,1512,52.0,1460.0,96.56084656084656
567184,470,17.0,453.0,96.38297872340425
567185,160,2.0,158.0,98.75
567186,231,2.0,229.0,99.13419913419914
567188,4,0.0,4.0,100.0
567189,108,0.0,108.0,100.0
567190,85,0.0,85.0,100.0
567191,71,4.0,67.0,94.36619718309859
567192,15,0.0,15.0,100.0
567193,44,10.0,34.0,77.27272727272727
567194,10,0.0,10.0,100.0
567195,44,0.0,44.0,100.0
567196,58,10.0,48.0,82.75862068965517
567197,192,4.0,188.0,97.91666666666666
567199,49,1.0,48.0,97.95918367346938
567200,95,0.0,95.0,100.0
567202,48,1.0,47.0,97.91666666666666
567203,18,0.0,18.0,100.0
567204,155,7.0,148.0,95.48387096774194
567205,46,0.0,46.0,100.0
567206,103,11.0,92.0,89.32038834951457
567211,303,16.0,287.0,94.71947194719472
567213,167,2.0,165.0,98.80239520958084
567236,91,0.0,91.0,100.0
567239,30,0.0,30.0,100.0
567252,26,0.0,26.0,100.0
567280,234,18.0,216.0,92.3076923076923
567287,20,0.0,20.0,100.0
567288,155,6.0,149.0,96.12903225806451
567290,150,0.0,150.0,100.0
567291,14,0.0,14.0,100.0
567292,63,0.0,63.0,100.0
567293,160,8.0,152.0,95.0
567294,80,0.0,80.0,100.0
567295,55,0.0,55.0,100.0
567296,66,1.0,65.0,98.48484848484848
567297,193,14.0,179.0,92.74611398963731
567298,59,0.0,59.0,100.0
567299,12,0.0,12.0,100.0
567300,95,0.0,95.0,100.0
567301,24,0.0,24.0,100.0
567302,52,0.0,52.0,100.0
567303,118,7.0,111.0,94.0677966101695
567304,167,13.0,154.0,92.21556886227546
567305,52,0.0,52.0,100.0
567306,221,6.0,215.0,97.28506787330316
567307,107,5.0,102.0,95.32710280373831
567308,27,8.0,19.0,70.37037037037037
567309,8,0.0,8.0,100.0
567310,53,0.0,53.0,100.0
567311,34,5.0,29.0,85.29411764705883
567312,64,1.0,63.0,98.4375
567313,19,2.0,17.0,89.47368421052632
567323,81,0.0,81.0,100.0
567324,13,8.0,5.0,38.46153846153847
567325,2,0.0,2.0,100.0
567326,62,0.0,62.0,100.0
567327,62,0.0,62.0,100.0
567328,69,0.0,69.0,100.0
567329,40,0.0,40.0,100.0
567333,55,5.0,50.0,90.9090909090909
567334,84,13.0,71.0,84.52380952380952
567336,36,0.0,36.0,100.0
567338,84,0.0,84.0,100.0
567339,185,1.0,184.0,99.45945945945947
567340,131,4.0,127.0,96.94656488549617
567341,174,5.0,169.0,97.12643678160919
567342,3,0.0,3.0,100.0
567343,12,0.0,12.0,100.0
567344,35,0.0,35.0,100.0
567346,42,0.0,42.0,100.0
567353,4,0.0,4.0,100.0
567354,0,0.0,0.0,
567356,46,2.0,44.0,95.65217391304348
567362,3,0.0,3.0,100.0
567368,77,0.0,77.0,100.0
567369,48,5.0,43.0,89.58333333333334
567370,45,0.0,45.0,100.0
567372,61,0.0,61.0,100.0
567373,72,12.0,60.0,83.33333333333334
567374,71,1.0,70.0,98.59154929577466
567375,73,8.0,65.0,89.04109589041096
567376,42,0.0,42.0,100.0
567377,2,0.0,2.0,100.0
567378,206,14.0,192.0,93.20388349514563
567379,44,4.0,40.0,90.9090909090909
567380,86,6.0,80.0,93.02325581395348
567381,54,0.0,54.0,100.0
567382,51,0.0,51.0,100.0
567383,55,0.0,55.0,100.0
567384,59,2.0,57.0,96.61016949152543
567385,68,7.0,61.0,89.70588235294117
567386,72,10.0,62.0,86.11111111111111
567387,28,2.0,26.0,92.85714285714286
567408,31,0.0,31.0,100.0
567423,50,6.0,44.0,88.0
567424,192,1.0,191.0,99.47916666666666
567425,42,0.0,42.0,100.0
567426,44,0.0,44.0,100.0
567427,18,0.0,18.0,100.0
567428,199,0.0,199.0,100.0
567429,95,2.0,93.0,97.89473684210527
567453,5,0.0,5.0,100.0
567454,117,10.0,107.0,91.45299145299145
567455,13,6.0,7.0,53.84615384615385
567456,32,0.0,32.0,100.0
567457,122,0.0,122.0,100.0
567458,22,0.0,22.0,100.0
567459,135,0.0,135.0,100.0
567460,48,0.0,48.0,100.0
567461,280,10.0,270.0,96.42857142857143
567462,330,10.0,320.0,96.96969696969697
567470,98,3.0,95.0,96.93877551020408
567472,88,6.0,82.0,93.18181818181817
567473,263,7.0,256.0,97.33840304182509
567474,362,3.0,359.0,99.17127071823204
567475,185,6.0,179.0,96.75675675675676
567476,141,5.0,136.0,96.45390070921985
567477,183,8.0,175.0,95.62841530054644
567478,58,7.0,51.0,87.93103448275862
567480,8,6.0,2.0,25.0
567481,50,5.0,45.0,90.0
567482,331,24.0,307.0,92.74924471299094
567483,58,0.0,58.0,100.0
567484,104,7.0,97.0,93.26923076923077
567485,145,0.0,145.0,100.0
567486,5,0.0,5.0,100.0
567487,0,0.0,0.0,
567488,60,0.0,60.0,100.0
567489,18,0.0,18.0,100.0
567504,179,12.0,167.0,93.29608938547486
567505,72,0.0,72.0,100.0
567506,30,6.0,24.0,80.0
567507,715,22.0,693.0,96.92307692307692
567508,49,0.0,49.0,100.0
567509,121,0.0,121.0,100.0
567510,23,0.0,23.0,100.0
567511,11,0.0,11.0,100.0
567512,42,0.0,42.0,100.0
567513,21,0.0,21.0,100.0
567514,45,0.0,45.0,100.0
567515,23,0.0,23.0,100.0
567516,68,5.0,63.0,92.64705882352942
567517,42,9.0,33.0,78.57142857142857
567522,26,0.0,26.0,100.0
567523,39,0.0,39.0,100.0
567524,83,0.0,83.0,100.0
567525,12,0.0,12.0,100.0
567526,75,0.0,75.0,100.0
567528,52,8.0,44.0,84.61538461538461
567529,31,0.0,31.0,100.0
567530,131,6.0,125.0,95.41984732824427
567531,8,0.0,8.0,100.0
567533,165,11.0,154.0,93.33333333333333
567537,19,0.0,19.0,100.0
567539,44,4.0,40.0,90.9090909090909
567542,56,0.0,56.0,100.0
567545,82,5.0,77.0,93.90243902439023
567546,22,0.0,22.0,100.0
567552,77,0.0,77.0,100.0
567578,121,0.0,121.0,100.0
567579,76,0.0,76.0,100.0
567580,77,3.0,74.0,96.1038961038961
567610,150,5.0,145.0,96.66666666666667
567611,20,0.0,20.0,100.0
567612,160,7.0,153.0,95.625
567613,182,5.0,177.0,97.25274725274726
567614,47,0.0,47.0,100.0
567615,100,0.0,100.0,100.0
567616,39,0.0,39.0,100.0
567617,49,5.0,44.0,89.79591836734694
567618,90,0.0,90.0,100.0
567619,50,0.0,50.0,100.0
567621,40,0.0,40.0,100.0
567622,70,0.0,70.0,100.0
567623,68,0.0,68.0,100.0
567625,74,0.0,74.0,100.0
567626,60,0.0,60.0,100.0
567628,76,0.0,76.0,100.0
567630,50,0.0,50.0,100.0
567631,126,8.0,118.0,93.65079365079364
567632,8,0.0,8.0,100.0
567633,10,0.0,10.0,100.0
567634,12,0.0,12.0,100.0
567635,102,5.0,97.0,95.09803921568627
567636,91,1.0,90.0,98.9010989010989
567637,76,0.0,76.0,100.0
567638,5,0.0,5.0,100.0
567639,100,8.0,92.0,92.0
567640,30,0.0,30.0,100.0
567642,4,0.0,4.0,100.0
567644,2,0.0,2.0,100.0
567653,249,12.0,237.0,95.18072289156626
567654,87,0.0,87.0,100.0
567656,1702,54.0,1648.0,96.82726204465335
567657,39,0.0,39.0,100.0
567658,43,0.0,43.0,100.0
567659,56,0.0,56.0,100.0
567660,72,0.0,72.0,100.0
567661,212,8.0,204.0,96.22641509433963
567662,274,17.0,257.0,93.7956204379562
567663,99,0.0,99.0,100.0
567664,65,0.0,65.0,100.0
567665,667,14.0,653.0,97.90104947526237
567666,144,6.0,138.0,95.83333333333334
567667,768,22.0,746.0,97.13541666666666
567668,914,8.0,906.0,99.12472647702407
567669,21,5.0,16.0,76.19047619047619
567670,859,42.0,817.0,95.11059371362049
567671,1122,24.0,1098.0,97.86096256684492
567672,189,3.0,186.0,98.4126984126984
567673,779,34.0,745.0,95.63543003851092
567674,5,0.0,5.0,100.0
567675,177,5.0,172.0,97.17514124293785
567676,52,4.0,48.0,92.3076923076923
567678,60,1.0,59.0,98.33333333333333
567679,67,0.0,67.0,100.0
567683,86,0.0,86.0,100.0
567687,26,0.0,26.0,100.0
567692,72,0.0,72.0,100.0
567697,101,9.0,92.0,91.0891089108911
567698,37,0.0,37.0,100.0
567699,102,0.0,102.0,100.0
567700,114,7.0,107.0,93.85964912280701
567701,69,0.0,69.0,100.0
567702,6,0.0,6.0,100.0
567707,42,0.0,42.0,100.0
567709,127,18.0,109.0,85.8267716535433
567710,28,0.0,28.0,100.0
567711,6,0.0,6.0,100.0
567718,95,3.0,92.0,96.84210526315789
567720,83,4.0,79.0,95.18072289156626
567721,182,2.0,180.0,98.9010989010989
567742,185,14.0,171.0,92.43243243243244
567747,2,0.0,2.0,100.0
567756,38,0.0,38.0,100.0
567768,22,5.0,17.0,77.27272727272727
567785,17,0.0,17.0,100.0
567792,123,1.0,122.0,99.1869918699187
567793,101,0.0,101.0,100.0
567794,100,5.0,95.0,95.0
567795,72,0.0,72.0,100.0
567796,206,6.0,200.0,97.0873786407767
567797,60,4.0,56.0,93.33333333333333
567798,110,13.0,97.0,88.18181818181819
567799,6,0.0,6.0,100.0
567800,2,0.0,2.0,100.0
567801,47,0.0,47.0,100.0
567802,95,7.0,88.0,92.63157894736842
567803,35,0.0,35.0,100.0
567804,172,2.0,170.0,98.83720930232558
567805,131,2.0,129.0,98.47328244274809
567806,35,0.0,35.0,100.0
567807,78,0.0,78.0,100.0
567808,7,0.0,7.0,100.0
567809,128,1.0,127.0,99.21875
567816,96,0.0,96.0,100.0
567817,79,14.0,65.0,82.27848101265823
567818,279,13.0,266.0,95.3405017921147
567819,77,6.0,71.0,92.20779220779221
567821,183,6.0,177.0,96.72131147540983
567822,110,0.0,110.0,100.0
567823,82,3.0,79.0,96.34146341463415
567824,3,0.0,3.0,100.0
567826,43,6.0,37.0,86.04651162790698
567846,88,7.0,81.0,92.04545454545455
567849,54,0.0,54.0,100.0
567850,137,6.0,131.0,95.62043795620438
567851,54,0.0,54.0,100.0
567852,56,13.0,43.0,76.78571428571429
567853,446,6.0,440.0,98.65470852017937
567854,109,9.0,100.0,91.74311926605505
567855,18,0.0,18.0,100.0
567856,11,4.0,7.0,63.63636363636363
567858,85,11.0,74.0,87.05882352941177
567859,135,8.0,127.0,94.07407407407408
567860,38,0.0,38.0,100.0
567864,80,0.0,80.0,100.0
567865,123,1.0,122.0,99.1869918699187
567866,328,5.0,323.0,98.47560975609755
567868,38,0.0,38.0,100.0
567869,4,0.0,4.0,100.0
567873,223,11.0,212.0,95.06726457399103
567874,18,0.0,18.0,100.0
567875,128,0.0,128.0,100.0
567878,361,0.0,361.0,100.0
567879,106,1.0,105.0,99.05660377358491
567880,149,24.0,125.0,83.89261744966443
567881,97,6.0,91.0,93.81443298969072
567882,104,2.0,102.0,98.07692307692307
567883,66,0.0,66.0,100.0
567886,47,8.0,39.0,82.97872340425532
567887,81,5.0,76.0,93.82716049382715
567888,5,0.0,5.0,100.0
567889,73,0.0,73.0,100.0
567890,355,7.0,348.0,98.02816901408451
567892,58,7.0,51.0,87.93103448275862
567893,14,0.0,14.0,100.0
567894,24,0.0,24.0,100.0
567895,5,0.0,5.0,100.0
567897,8,4.0,4.0,50.0
567898,90,4.0,86.0,95.55555555555556
567899,215,0.0,215.0,100.0
567900,4,0.0,4.0,100.0
567901,904,32.0,872.0,96.46017699115043
567904,67,4.0,63.0,94.02985074626866
567905,148,17.0,131.0,88.51351351351352
567906,33,0.0,33.0,100.0
567907,38,5.0,33.0,86.8421052631579
567908,19,0.0,19.0,100.0
567909,38,4.0,34.0,89.47368421052632
567910,34,0.0,34.0,100.0
567911,85,4.0,81.0,95.29411764705881
567912,342,9.0,333.0,97.36842105263158
567913,15,0.0,15.0,100.0
567914,10,0.0,10.0,100.0
567915,123,0.0,123.0,100.0
567917,176,3.0,173.0,98.29545454545455
567922,32,0.0,32.0,100.0
567924,26,0.0,26.0,100.0
567928,106,0.0,106.0,100.0
567929,144,6.0,138.0,95.83333333333334
567934,17,0.0,17.0,100.0
567935,133,5.0,128.0,96.2406015037594
567936,73,0.0,73.0,100.0
567937,15,0.0,15.0,100.0
567938,73,0.0,73.0,100.0
567939,99,3.0,96.0,96.96969696969697
567941,36,0.0,36.0,100.0
567942,34,0.0,34.0,100.0
567943,75,0.0,75.0,100.0
567944,111,0.0,111.0,100.0
567951,3,0.0,3.0,100.0
567954,125,5.0,120.0,96.0
567957,21,0.0,21.0,100.0
567958,38,0.0,38.0,100.0
567959,54,0.0,54.0,100.0
567960,28,2.0,26.0,92.85714285714286
567962,65,10.0,55.0,84.61538461538461
567966,44,2.0,42.0,95.45454545454545
567967,100,2.0,98.0,98.0
567968,178,1.0,177.0,99.43820224719101
567969,15,3.0,12.0,80.0
567970,42,0.0,42.0,100.0
567971,41,2.0,39.0,95.1219512195122
567972,108,5.0,103.0,95.37037037037037
567973,84,6.0,78.0,92.85714285714286
567974,5,0.0,5.0,100.0
567975,139,5.0,134.0,96.40287769784173
567976,66,0.0,66.0,100.0
567977,10,0.0,10.0,100.0
567979,92,0.0,92.0,100.0
567980,127,0.0,127.0,100.0
567981,283,10.0,273.0,96.46643109540636
567982,24,0.0,24.0,100.0
567983,13,0.0,13.0,100.0
568001,22,2.0,20.0,90.9090909090909
568013,106,8.0,98.0,92.45283018867924
568040,154,2.0,152.0,98.7012987012987
568044,152,5.0,147.0,96.71052631578947
568046,227,21.0,206.0,90.7488986784141
568047,109,7.0,102.0,93.57798165137615
568048,264,8.0,256.0,96.96969696969697
568049,312,21.0,291.0,93.26923076923077
568050,164,0.0,164.0,100.0
568051,112,1.0,111.0,99.10714285714286
568054,130,9.0,121.0,93.07692307692308
568056,149,6.0,143.0,95.9731543624161
568057,537,31.0,506.0,94.22718808193669
568058,134,9.0,125.0,93.28358208955224
568059,283,0.0,283.0,100.0
568060,549,25.0,524.0,95.44626593806922
568061,243,2.0,241.0,99.1769547325103
568062,178,3.0,175.0,98.31460674157303
568063,82,0.0,82.0,100.0
568064,79,3.0,76.0,96.20253164556962
568065,323,24.0,299.0,92.56965944272446
568066,272,8.0,264.0,97.05882352941177
568069,197,20.0,177.0,89.84771573604061
568070,137,2.0,135.0,98.54014598540147
568075,133,3.0,130.0,97.74436090225564
568082,110,8.0,102.0,92.72727272727272
568083,40,1.0,39.0,97.5
568086,36,0.0,36.0,100.0
568094,148,8.0,140.0,94.5945945945946
568095,456,0.0,456.0,100.0
568098,91,6.0,85.0,93.4065934065934
568099,33,3.0,30.0,90.9090909090909
568100,127,0.0,127.0,100.0
568101,197,5.0,192.0,97.46192893401016
568103,132,0.0,132.0,100.0
568104,147,2.0,145.0,98.63945578231292
568131,12,0.0,12.0,100.0
568132,41,0.0,41.0,100.0
568134,1030,27.0,1003.0,97.37864077669903
568135,865,26.0,839.0,96.99421965317919
568136,22,0.0,22.0,100.0
568137,85,0.0,85.0,100.0
568139,62,5.0,57.0,91.93548387096774
568140,59,0.0,59.0,100.0
568141,154,5.0,149.0,96.75324675324676
568142,121,0.0,121.0,100.0
568143,60,6.0,54.0,90.0
568144,68,0.0,68.0,100.0
568145,91,1.0,90.0,98.9010989010989
568146,94,10.0,84.0,89.36170212765957
568147,70,14.0,56.0,80.0
568148,28,0.0,28.0,100.0
568149,55,0.0,55.0,100.0
568150,10,0.0,10.0,100.0
568151,66,4.0,62.0,93.93939393939394
568152,227,4.0,223.0,98.23788546255507
568153,55,1.0,54.0,98.18181818181819
568154,68,3.0,65.0,95.58823529411765
568155,49,0.0,49.0,100.0
568156,158,6.0,152.0,96.20253164556962
568158,89,0.0,89.0,100.0
568159,76,0.0,76.0,100.0
568160,70,3.0,67.0,95.71428571428572
568161,79,0.0,79.0,100.0
568162,158,5.0,153.0,96.83544303797468
568163,154,0.0,154.0,100.0
568164,154,9.0,145.0,94.15584415584416
568165,132,17.0,115.0,87.12121212121212
568166,92,0.0,92.0,100.0
568167,108,4.0,104.0,96.29629629629629
568168,198,8.0,190.0,95.95959595959596
568169,82,0.0,82.0,100.0
568170,142,0.0,142.0,100.0
568171,33,0.0,33.0,100.0
568172,8,0.0,8.0,100.0
568173,132,13.0,119.0,90.15151515151516
568174,113,1.0,112.0,99.11504424778761
568175,22,0.0,22.0,100.0
568176,57,0.0,57.0,100.0
568177,89,6.0,83.0,93.25842696629213
568178,19,0.0,19.0,100.0
568179,67,0.0,67.0,100.0
568180,180,6.0,174.0,96.66666666666667
568181,106,8.0,98.0,92.45283018867924
568182,7,0.0,7.0,100.0
568183,133,5.0,128.0,96.2406015037594
568185,191,0.0,191.0,100.0
568186,104,6.0,98.0,94.23076923076923
568187,70,2.0,68.0,97.14285714285714
568188,426,20.0,406.0,95.30516431924883
568189,71,7.0,64.0,90.14084507042254
568190,9,0.0,9.0,100.0
568191,386,10.0,376.0,97.40932642487047
568192,27,11.0,16.0,59.25925925925925
568193,421,31.0,390.0,92.63657957244655
568194,34,6.0,28.0,82.35294117647058
568195,0,0.0,0.0,
568196,48,0.0,48.0,100.0
568197,123,3.0,120.0,97.5609756097561
568198,253,19.0,234.0,92.4901185770751
568199,17,8.0,9.0,52.94117647058824
568200,56,0.0,56.0,100.0
568201,59,0.0,59.0,100.0
568202,140,4.0,136.0,97.14285714285714
568203,32,0.0,32.0,100.0
568204,114,1.0,113.0,99.12280701754386
568205,57,1.0,56.0,98.24561403508771
568206,56,0.0,56.0,100.0
568207,200,5.0,195.0,97.5
568208,66,0.0,66.0,100.0
568209,19,0.0,19.0,100.0
568210,96,7.0,89.0,92.70833333333334
568211,113,3.0,110.0,97.34513274336283
568212,272,0.0,272.0,100.0
568213,69,0.0,69.0,100.0
568214,1,0.0,1.0,100.0
568215,61,0.0,61.0,100.0
568216,36,0.0,36.0,100.0
568217,19,0.0,19.0,100.0
568218,84,0.0,84.0,100.0
568219,29,3.0,26.0,89.65517241379311
568220,112,5.0,107.0,95.53571428571429
568221,105,0.0,105.0,100.0
568222,39,0.0,39.0,100.0
568223,68,4.0,64.0,94.11764705882352
568224,71,7.0,64.0,90.14084507042254
568225,56,0.0,56.0,100.0
568226,75,2.0,73.0,97.33333333333334
568227,180,0.0,180.0,100.0
568228,133,12.0,121.0,90.97744360902256
568229,46,0.0,46.0,100.0
568230,83,0.0,83.0,100.0
568231,51,0.0,51.0,100.0
568234,66,0.0,66.0,100.0
568235,24,0.0,24.0,100.0
568236,57,5.0,52.0,91.22807017543859
568238,72,0.0,72.0,100.0
568239,68,0.0,68.0,100.0
568241,49,7.0,42.0,85.71428571428571
568242,72,1.0,71.0,98.61111111111111
568243,31,0.0,31.0,100.0
568245,125,14.0,111.0,88.8
568301,177,13.0,164.0,92.65536723163842
568310,149,15.0,134.0,89.93288590604027
568311,126,7.0,119.0,94.44444444444444
568312,42,0.0,42.0,100.0
568313,37,5.0,32.0,86.48648648648648
568314,163,0.0,163.0,100.0
568315,9,0.0,9.0,100.0
568316,113,0.0,113.0,100.0
568317,42,0.0,42.0,100.0
568318,120,0.0,120.0,100.0
568319,76,13.0,63.0,82.89473684210526
568320,63,0.0,63.0,100.0
568321,154,1.0,153.0,99.35064935064936
568322,30,0.0,30.0,100.0
568323,48,0.0,48.0,100.0
568324,66,0.0,66.0,100.0
568325,180,5.0,175.0,97.22222222222221
568326,88,0.0,88.0,100.0
568327,109,0.0,109.0,100.0
568328,177,12.0,165.0,93.22033898305084
568329,85,5.0,80.0,94.11764705882352
568330,5,0.0,5.0,100.0
568331,44,3.0,41.0,93.18181818181817
568332,15,0.0,15.0,100.0
568333,72,0.0,72.0,100.0
568340,32,6.0,26.0,81.25
568342,13,0.0,13.0,100.0
568343,26,0.0,26.0,100.0
568344,61,8.0,53.0,86.88524590163934
568346,1331,50.0,1281.0,96.24342599549212
568350,71,2.0,69.0,97.1830985915493
568364,71,0.0,71.0,100.0
568366,15,0.0,15.0,100.0
568367,150,18.0,132.0,88.0
568368,32,0.0,32.0,100.0
568369,157,8.0,149.0,94.90445859872611
568374,12,0.0,12.0,100.0
568375,0,0.0,0.0,
568376,63,1.0,62.0,98.4126984126984
568378,65,6.0,59.0,90.76923076923077
568379,32,0.0,32.0,100.0
568380,2,0.0,2.0,100.0
568381,110,3.0,107.0,97.27272727272728
