order_frequency,total_quantity,avg_quantity_per_order,related_product_count,cluster,cluster_name
173,1758,10.16184971098266,2754,2,High-Volume Products
184,498,2.7065217391304346,2727,0,Active/Regular Products
133,433,3.255639097744361,2289,0,Active/Regular Products
103,263,2.5533980582524274,2536,0,Active/Regular Products
111,315,2.8378378378378377,2407,0,Active/Regular Products
246,1071,4.353658536585366,2758,0,Active/Regular Products
223,924,4.143497757847534,2709,0,Active/Regular Products
209,856,4.095693779904306,2727,0,Active/Regular Products
18,40,2.2222222222222223,733,3,Low-Movement Products
24,74,3.083333333333333,1135,3,Low-Movement Products
22,67,3.0454545454545454,999,3,Low-Movement Products
21,51,2.4285714285714284,697,3,Low-Movement Products
28,81,2.892857142857143,685,3,Low-Movement Products
76,180,2.3684210526315788,1730,0,Active/Regular Products
27,120,4.444444444444445,882,3,Low-Movement Products
22,422,19.181818181818183,453,2,High-Volume Products
25,274,10.96,993,0,Active/Regular Products
11,255,23.181818181818183,294,0,Active/Regular Products
54,350,6.481481481481482,1502,0,Active/Regular Products
62,556,8.96774193548387,1838,0,Active/Regular Products
30,295,9.833333333333334,844,0,Active/Regular Products
137,1369,9.992700729927009,2172,2,High-Volume Products
156,1352,8.666666666666666,2262,2,High-Volume Products
155,1278,8.245161290322581,2366,2,High-Volume Products
199,2328,11.698492462311558,2305,2,High-Volume Products
74,714,9.64864864864865,1962,0,Active/Regular Products
88,979,11.125,2067,2,High-Volume Products
191,2191,11.471204188481677,2501,2,High-Volume Products
16,184,11.5,730,0,Active/Regular Products
20,196,9.8,1075,0,Active/Regular Products
8,44,5.5,1248,3,Low-Movement Products
28,199,7.107142857142857,1517,0,Active/Regular Products
41,253,6.170731707317073,1378,0,Active/Regular Products
54,272,5.037037037037037,1391,0,Active/Regular Products
28,103,3.678571428571429,1048,3,Low-Movement Products
23,81,3.5217391304347827,1209,3,Low-Movement Products
25,101,4.04,882,3,Low-Movement Products
25,118,4.72,701,3,Low-Movement Products
36,349,9.694444444444445,928,0,Active/Regular Products
25,58,2.32,540,3,Low-Movement Products
99,577,5.828282828282828,2118,0,Active/Regular Products
186,456,2.4516129032258065,2343,0,Active/Regular Products
205,497,2.424390243902439,2442,0,Active/Regular Products
162,365,2.253086419753086,2440,0,Active/Regular Products
278,654,2.352517985611511,2755,0,Active/Regular Products
164,364,2.2195121951219514,2426,0,Active/Regular Products
130,295,2.269230769230769,2343,0,Active/Regular Products
38,657,17.289473684210527,920,2,High-Volume Products
39,963,24.692307692307693,1146,2,High-Volume Products
45,773,17.177777777777777,1050,2,High-Volume Products
48,490,10.208333333333334,1762,0,Active/Regular Products
42,249,5.928571428571429,1479,0,Active/Regular Products
117,1015,8.675213675213675,2540,2,High-Volume Products
23,221,9.608695652173912,798,0,Active/Regular Products
99,273,2.757575757575758,1585,0,Active/Regular Products
85,259,3.047058823529412,1910,0,Active/Regular Products
78,294,3.769230769230769,2023,0,Active/Regular Products
136,809,5.948529411764706,2290,0,Active/Regular Products
32,88,2.75,845,3,Low-Movement Products
44,160,3.636363636363636,1949,0,Active/Regular Products
19,315,16.57894736842105,709,0,Active/Regular Products
30,334,11.133333333333333,1333,0,Active/Regular Products
61,143,2.344262295081968,1166,0,Active/Regular Products
48,246,5.125,2258,0,Active/Regular Products
80,472,5.9,1655,0,Active/Regular Products
277,8076,29.15523465703971,2670,2,High-Volume Products
344,10395,30.218023255813957,2816,2,High-Volume Products
257,6831,26.579766536964986,2742,2,High-Volume Products
106,251,2.3679245283018866,1719,0,Active/Regular Products
257,1074,4.178988326848249,2577,0,Active/Regular Products
139,483,3.474820143884892,2425,0,Active/Regular Products
297,2328,7.838383838383838,2755,2,High-Volume Products
246,1932,7.853658536585366,2644,2,High-Volume Products
994,30739,30.92454728370221,3122,2,High-Volume Products
78,376,4.82051282051282,1944,0,Active/Regular Products
47,1225,26.06382978723404,1937,2,High-Volume Products
69,868,12.579710144927535,2291,2,High-Volume Products
79,795,10.063291139240508,2346,2,High-Volume Products
225,2354,10.462222222222222,2882,2,High-Volume Products
149,2237,15.013422818791948,2605,2,High-Volume Products
209,580,2.77511961722488,2387,0,Active/Regular Products
135,523,3.874074074074074,2052,0,Active/Regular Products
142,939,6.612676056338028,2357,0,Active/Regular Products
79,152,1.9240506329113924,1561,0,Active/Regular Products
146,1033,7.075342465753424,2587,0,Active/Regular Products
58,137,2.362068965517241,1695,0,Active/Regular Products
257,2166,8.428015564202335,2731,2,High-Volume Products
213,2031,9.535211267605634,2546,2,High-Volume Products
157,1274,8.114649681528663,2448,2,High-Volume Products
365,4072,11.156164383561643,2916,2,High-Volume Products
46,118,2.565217391304348,1567,0,Active/Regular Products
53,291,5.490566037735849,1617,0,Active/Regular Products
73,359,4.917808219178082,2313,0,Active/Regular Products
372,2219,5.96505376344086,2658,2,High-Volume Products
268,2386,8.902985074626866,2786,2,High-Volume Products
255,700,2.7450980392156863,2593,0,Active/Regular Products
138,312,2.260869565217391,2270,0,Active/Regular Products
241,546,2.265560165975104,2811,0,Active/Regular Products
57,1154,20.24561403508772,1999,2,High-Volume Products
45,149,3.311111111111111,1788,0,Active/Regular Products
45,152,3.3777777777777778,1747,0,Active/Regular Products
22,76,3.4545454545454546,1552,3,Low-Movement Products
45,93,2.066666666666667,1629,3,Low-Movement Products
258,813,3.1511627906976742,2700,0,Active/Regular Products
151,2282,15.112582781456954,2574,2,High-Volume Products
100,1685,16.85,2316,2,High-Volume Products
111,2501,22.53153153153153,2423,2,High-Volume Products
133,2251,16.924812030075188,2589,2,High-Volume Products
95,935,9.842105263157896,2491,2,High-Volume Products
43,567,13.186046511627907,2073,2,High-Volume Products
38,459,12.078947368421051,1984,0,Active/Regular Products
291,1109,3.810996563573883,2717,0,Active/Regular Products
194,736,3.7938144329896906,2344,0,Active/Regular Products
139,448,3.223021582733813,2313,0,Active/Regular Products
172,950,5.523255813953488,2283,0,Active/Regular Products
184,962,5.228260869565218,2463,0,Active/Regular Products
115,942,8.191304347826087,1927,0,Active/Regular Products
152,1020,6.7105263157894735,2476,0,Active/Regular Products
155,782,5.04516129032258,2439,0,Active/Regular Products
38,1065,28.026315789473685,827,2,High-Volume Products
45,1541,34.24444444444445,1241,2,High-Volume Products
49,135,2.7551020408163267,1619,0,Active/Regular Products
23,83,3.608695652173913,1204,3,Low-Movement Products
82,879,10.71951219512195,2035,2,High-Volume Products
27,414,15.333333333333334,1646,0,Active/Regular Products
52,182,3.5,2050,0,Active/Regular Products
25,79,3.16,1676,3,Low-Movement Products
40,121,3.025,1205,0,Active/Regular Products
16,30,1.875,1234,3,Low-Movement Products
274,5089,18.572992700729927,2698,2,High-Volume Products
169,2084,12.331360946745562,2367,2,High-Volume Products
227,798,3.515418502202643,2375,0,Active/Regular Products
261,1868,7.157088122605364,2388,2,High-Volume Products
247,2139,8.65991902834008,2460,2,High-Volume Products
21,99,4.714285714285714,811,3,Low-Movement Products
49,148,3.020408163265306,1946,0,Active/Regular Products
21,61,2.9047619047619047,1293,3,Low-Movement Products
159,554,3.4842767295597485,2106,0,Active/Regular Products
90,263,2.922222222222222,2204,0,Active/Regular Products
235,2701,11.493617021276595,2613,2,High-Volume Products
135,2221,16.451851851851853,2437,2,High-Volume Products
205,1665,8.121951219512194,2592,2,High-Volume Products
163,2557,15.687116564417176,2532,2,High-Volume Products
255,2633,10.325490196078432,2904,2,High-Volume Products
223,2293,10.282511210762332,2689,2,High-Volume Products
76,1450,19.07894736842105,2062,2,High-Volume Products
98,1715,17.5,2448,2,High-Volume Products
176,1412,8.022727272727273,2629,2,High-Volume Products
209,1832,8.76555023923445,2705,2,High-Volume Products
92,578,6.282608695652174,2186,0,Active/Regular Products
280,3114,11.121428571428572,2814,2,High-Volume Products
247,78033,315.9230769230769,2784,2,High-Volume Products
231,5847,25.31168831168831,2776,2,High-Volume Products
337,3291,9.765578635014837,2888,2,High-Volume Products
314,1556,4.955414012738854,2798,0,Active/Regular Products
445,6857,15.408988764044944,2949,2,High-Volume Products
381,6247,16.396325459317584,2947,2,High-Volume Products
305,3861,12.659016393442624,2858,2,High-Volume Products
416,2766,6.649038461538462,2863,2,High-Volume Products
322,3055,9.487577639751551,2764,2,High-Volume Products
329,3160,9.604863221884498,2823,2,High-Volume Products
226,2165,9.579646017699115,2876,2,High-Volume Products
267,2532,9.48314606741573,2950,2,High-Volume Products
68,327,4.8088235294117645,2232,0,Active/Regular Products
53,324,6.113207547169812,2084,0,Active/Regular Products
49,122,2.489795918367347,2100,0,Active/Regular Products
82,201,2.451219512195122,2186,0,Active/Regular Products
433,3741,8.639722863741339,3148,2,High-Volume Products
84,226,2.6904761904761907,2472,0,Active/Regular Products
264,874,3.310606060606061,2992,0,Active/Regular Products
30,317,10.566666666666666,1001,0,Active/Regular Products
70,1982,28.314285714285717,1552,2,High-Volume Products
74,2338,31.594594594594597,1471,2,High-Volume Products
333,3471,10.423423423423424,2828,2,High-Volume Products
141,1249,8.858156028368795,2461,2,High-Volume Products
202,1702,8.425742574257425,2390,2,High-Volume Products
281,2201,7.832740213523132,2738,2,High-Volume Products
345,3516,10.191304347826089,2688,2,High-Volume Products
175,1922,10.982857142857142,2826,2,High-Volume Products
214,1835,8.574766355140186,2895,2,High-Volume Products
298,1872,6.281879194630872,2836,2,High-Volume Products
249,1478,5.93574297188755,2846,0,Active/Regular Products
475,3342,7.03578947368421,2983,2,High-Volume Products
978,14908,15.243353783231084,3185,2,High-Volume Products
595,7067,11.877310924369748,3004,2,High-Volume Products
906,13366,14.752759381898455,3135,2,High-Volume Products
879,10941,12.447098976109215,3030,2,High-Volume Products
1231,20485,16.640942323314377,3110,2,High-Volume Products
583,7976,13.680960548885077,2974,2,High-Volume Products
467,5857,12.541755888650965,2911,2,High-Volume Products
1036,12147,11.724903474903474,3104,2,High-Volume Products
740,7830,10.58108108108108,2989,2,High-Volume Products
668,6308,9.44311377245509,2923,2,High-Volume Products
1098,13170,11.994535519125684,3054,2,High-Volume Products
192,2849,14.838541666666666,2661,2,High-Volume Products
160,2329,14.55625,2688,2,High-Volume Products
186,2296,12.344086021505376,2664,2,High-Volume Products
152,1682,11.06578947368421,2518,2,High-Volume Products
103,789,7.660194174757281,2291,0,Active/Regular Products
210,3564,16.97142857142857,2368,2,High-Volume Products
44,525,11.931818181818182,1849,0,Active/Regular Products
97,1309,13.494845360824742,2338,2,High-Volume Products
40,379,9.475,2056,0,Active/Regular Products
61,430,7.049180327868853,2304,0,Active/Regular Products
103,993,9.640776699029129,2506,2,High-Volume Products
145,1536,10.593103448275862,2589,2,High-Volume Products
75,799,10.653333333333334,2163,2,High-Volume Products
88,801,9.102272727272728,2380,0,Active/Regular Products
71,738,10.394366197183098,2272,0,Active/Regular Products
88,1355,15.397727272727272,2400,2,High-Volume Products
98,1247,12.724489795918368,2427,2,High-Volume Products
117,1642,14.034188034188034,2487,2,High-Volume Products
125,1492,11.936,2614,2,High-Volume Products
256,1869,7.30078125,2605,2,High-Volume Products
235,7976,33.94042553191489,1950,2,High-Volume Products
260,7277,27.98846153846154,1973,2,High-Volume Products
238,8526,35.8235294117647,2090,2,High-Volume Products
158,5175,32.75316455696203,1736,2,High-Volume Products
277,1722,6.216606498194946,2682,2,High-Volume Products
105,736,7.0095238095238095,2024,0,Active/Regular Products
327,2493,7.623853211009174,2754,2,High-Volume Products
177,1053,5.9491525423728815,2079,0,Active/Regular Products
274,1849,6.748175182481752,2720,2,High-Volume Products
178,842,4.730337078651686,2586,0,Active/Regular Products
536,4177,7.792910447761194,2851,2,High-Volume Products
363,2165,5.964187327823692,2931,2,High-Volume Products
214,1470,6.869158878504673,2616,2,High-Volume Products
470,4800,10.212765957446807,2915,2,High-Volume Products
112,936,8.357142857142858,2173,0,Active/Regular Products
873,6345,7.268041237113402,3084,2,High-Volume Products
309,2194,7.100323624595469,2627,2,High-Volume Products
81,842,10.395061728395062,1769,2,High-Volume Products
110,1179,10.71818181818182,2018,2,High-Volume Products
120,1712,14.266666666666667,2044,2,High-Volume Products
138,603,4.369565217391305,2078,0,Active/Regular Products
70,258,3.6857142857142855,2262,0,Active/Regular Products
299,1703,5.695652173913044,2382,2,High-Volume Products
158,1014,6.417721518987341,2179,0,Active/Regular Products
368,2113,5.741847826086956,2726,2,High-Volume Products
445,3863,8.680898876404495,2905,2,High-Volume Products
299,1963,6.565217391304348,2843,2,High-Volume Products
293,1769,6.037542662116041,2798,2,High-Volume Products
319,2053,6.435736677115988,2824,2,High-Volume Products
108,1202,11.12962962962963,2283,2,High-Volume Products
89,1447,16.258426966292134,2079,2,High-Volume Products
94,779,8.287234042553191,2406,0,Active/Regular Products
125,1174,9.392,2352,2,High-Volume Products
104,1731,16.64423076923077,2429,2,High-Volume Products
44,364,8.272727272727273,1999,0,Active/Regular Products
112,969,8.651785714285714,2313,2,High-Volume Products
119,1180,9.915966386554622,2372,2,High-Volume Products
325,3720,11.446153846153846,2867,2,High-Volume Products
157,2023,12.885350318471335,2513,2,High-Volume Products
101,1280,12.673267326732674,2291,2,High-Volume Products
135,812,6.014814814814815,2595,0,Active/Regular Products
233,994,4.266094420600858,2567,0,Active/Regular Products
728,5487,7.537087912087912,3007,2,High-Volume Products
191,4807,25.167539267015705,2724,2,High-Volume Products
222,5048,22.73873873873874,2745,2,High-Volume Products
198,1879,9.48989898989899,2709,2,High-Volume Products
185,4625,25.0,2700,2,High-Volume Products
191,1622,8.492146596858639,2628,2,High-Volume Products
214,2430,11.355140186915888,2644,2,High-Volume Products
195,1634,8.37948717948718,2668,2,High-Volume Products
222,2181,9.824324324324325,2733,2,High-Volume Products
552,8471,15.346014492753625,2926,2,High-Volume Products
354,4392,12.40677966101695,2835,2,High-Volume Products
444,6134,13.815315315315315,2899,2,High-Volume Products
378,4979,13.171957671957673,2728,2,High-Volume Products
161,4303,26.72670807453416,2021,2,High-Volume Products
1146,8466,7.387434554973822,3132,2,High-Volume Products
146,1012,6.931506849315069,2476,0,Active/Regular Products
758,6809,8.982849604221636,3151,2,High-Volume Products
913,8807,9.646221248630887,3183,2,High-Volume Products
230,1536,6.678260869565217,2850,2,High-Volume Products
6,65,10.833333333333334,50,1,Slow-Moving Products
9,71,7.888888888888889,206,1,Slow-Moving Products
9,82,9.11111111111111,114,1,Slow-Moving Products
277,2808,10.137184115523466,2794,2,High-Volume Products
629,12049,19.155802861685213,3013,2,High-Volume Products
382,6139,16.07068062827225,2923,2,High-Volume Products
407,8275,20.33169533169533,2973,2,High-Volume Products
245,12050,49.18367346938776,2676,2,High-Volume Products
344,2390,6.947674418604652,2685,2,High-Volume Products
214,1423,6.649532710280374,2393,2,High-Volume Products
401,2990,7.456359102244389,2711,2,High-Volume Products
117,407,3.4786324786324787,2175,0,Active/Regular Products
86,213,2.476744186046512,1939,0,Active/Regular Products
110,250,2.272727272727273,2305,0,Active/Regular Products
82,173,2.109756097560976,2080,0,Active/Regular Products
376,3809,10.13031914893617,2756,2,High-Volume Products
403,3720,9.23076923076923,2639,2,High-Volume Products
333,2661,7.990990990990991,2536,2,High-Volume Products
629,4716,7.497615262321145,2918,2,High-Volume Products
562,3069,5.460854092526691,2886,2,High-Volume Products
294,1469,4.996598639455782,2677,0,Active/Regular Products
44,399,9.068181818181818,1495,0,Active/Regular Products
35,462,13.2,1577,0,Active/Regular Products
76,3442,45.28947368421053,2171,2,High-Volume Products
41,1734,42.29268292682927,1324,2,High-Volume Products
405,2841,7.014814814814815,2881,2,High-Volume Products
233,1767,7.583690987124464,2384,2,High-Volume Products
216,1794,8.305555555555555,2411,2,High-Volume Products
109,1596,14.642201834862384,2410,2,High-Volume Products
287,2059,7.174216027874564,2540,2,High-Volume Products
233,2089,8.965665236051501,2328,2,High-Volume Products
130,2271,17.46923076923077,2476,2,High-Volume Products
96,377,3.9270833333333335,2268,0,Active/Regular Products
85,225,2.647058823529412,2448,0,Active/Regular Products
69,180,2.608695652173913,2128,0,Active/Regular Products
109,431,3.954128440366973,2446,0,Active/Regular Products
76,173,2.276315789473684,2305,0,Active/Regular Products
151,2500,16.556291390728475,2449,2,High-Volume Products
121,307,2.5371900826446283,2345,0,Active/Regular Products
163,373,2.2883435582822087,2089,0,Active/Regular Products
476,6078,12.768907563025213,2890,2,High-Volume Products
716,10285,14.364525139664805,2962,2,High-Volume Products
174,2451,14.086206896551724,2585,2,High-Volume Products
184,2628,14.282608695652174,2650,2,High-Volume Products
97,860,8.8659793814433,2419,0,Active/Regular Products
168,746,4.440476190476191,2596,0,Active/Regular Products
337,3221,9.55786350148368,2731,2,High-Volume Products
305,2712,8.891803278688524,2694,2,High-Volume Products
354,3535,9.985875706214689,2734,2,High-Volume Products
212,1800,8.49056603773585,2434,2,High-Volume Products
327,4007,12.253822629969418,2737,2,High-Volume Products
322,3740,11.614906832298136,2713,2,High-Volume Products
782,5816,7.437340153452685,2830,2,High-Volume Products
476,2359,4.955882352941177,2673,2,High-Volume Products
102,450,4.411764705882353,2079,0,Active/Regular Products
89,594,6.674157303370786,2245,0,Active/Regular Products
79,990,12.531645569620252,1575,2,High-Volume Products
114,1182,10.36842105263158,2002,2,High-Volume Products
169,1857,10.988165680473372,2559,2,High-Volume Products
195,2249,11.533333333333331,2652,2,High-Volume Products
282,3278,11.624113475177303,2672,2,High-Volume Products
232,2379,10.254310344827584,2665,2,High-Volume Products
126,1105,8.76984126984127,2386,2,High-Volume Products
151,1550,10.264900662251655,2493,2,High-Volume Products
185,1705,9.216216216216216,2555,2,High-Volume Products
147,1389,9.448979591836734,2499,2,High-Volume Products
100,1608,16.08,2128,2,High-Volume Products
131,2456,18.748091603053435,2030,2,High-Volume Products
103,1342,13.029126213592232,2228,2,High-Volume Products
155,3039,19.606451612903225,2484,2,High-Volume Products
133,1351,10.157894736842104,2560,2,High-Volume Products
176,3997,22.710227272727277,2506,2,High-Volume Products
76,1220,16.05263157894737,2369,2,High-Volume Products
121,2344,19.37190082644628,2395,2,High-Volume Products
80,1496,18.7,2282,2,High-Volume Products
220,1875,8.522727272727273,2553,2,High-Volume Products
154,821,5.331168831168832,2336,0,Active/Regular Products
237,1115,4.70464135021097,2481,0,Active/Regular Products
163,747,4.58282208588957,2220,0,Active/Regular Products
87,389,4.471264367816092,2164,0,Active/Regular Products
113,662,5.8584070796460175,2478,0,Active/Regular Products
229,801,3.497816593886463,2478,0,Active/Regular Products
150,435,2.9,2420,0,Active/Regular Products
210,748,3.5619047619047617,2578,0,Active/Regular Products
196,654,3.336734693877551,2489,0,Active/Regular Products
217,489,2.2534562211981566,2539,0,Active/Regular Products
69,606,8.782608695652174,2135,0,Active/Regular Products
225,1914,8.506666666666666,2619,2,High-Volume Products
107,461,4.308411214953271,1950,0,Active/Regular Products
83,459,5.530120481927711,2130,0,Active/Regular Products
68,296,4.352941176470588,2160,0,Active/Regular Products
134,625,4.664179104477612,2417,0,Active/Regular Products
169,1011,5.982248520710059,2457,0,Active/Regular Products
70,252,3.6,2171,0,Active/Regular Products
111,456,4.108108108108108,2045,0,Active/Regular Products
133,265,1.9924812030075187,2317,0,Active/Regular Products
59,310,5.254237288135593,1352,0,Active/Regular Products
43,215,5.0,1266,0,Active/Regular Products
18,36,2.0,855,3,Low-Movement Products
56,227,4.053571428571429,1897,0,Active/Regular Products
76,358,4.7105263157894735,1450,0,Active/Regular Products
58,173,2.9827586206896552,1941,0,Active/Regular Products
64,141,2.203125,1305,0,Active/Regular Products
47,328,6.97872340425532,1537,0,Active/Regular Products
25,132,5.28,1743,0,Active/Regular Products
27,146,5.407407407407407,1828,0,Active/Regular Products
79,557,7.050632911392405,2200,0,Active/Regular Products
86,473,5.5,2303,0,Active/Regular Products
32,164,5.125,1642,0,Active/Regular Products
33,160,4.848484848484849,1712,0,Active/Regular Products
47,213,4.531914893617022,2160,0,Active/Regular Products
66,219,3.3181818181818183,2073,0,Active/Regular Products
135,462,3.422222222222222,2398,0,Active/Regular Products
56,275,4.910714285714286,2165,0,Active/Regular Products
206,1275,6.189320388349515,2603,0,Active/Regular Products
114,237,2.0789473684210527,1940,0,Active/Regular Products
33,77,2.333333333333333,1704,3,Low-Movement Products
23,47,2.0434782608695654,1046,3,Low-Movement Products
18,36,2.0,906,3,Low-Movement Products
72,1449,20.125,1692,2,High-Volume Products
74,1276,17.243243243243242,1742,2,High-Volume Products
89,1258,14.134831460674157,1835,2,High-Volume Products
199,2095,10.527638190954772,2585,2,High-Volume Products
99,824,8.323232323232324,2437,0,Active/Regular Products
114,1979,17.359649122807017,2179,2,High-Volume Products
131,1939,14.801526717557252,2255,2,High-Volume Products
109,1809,16.59633027522936,2145,2,High-Volume Products
397,3986,10.040302267002518,2642,2,High-Volume Products
5,164,32.8,186,1,Slow-Moving Products
3,22,7.333333333333333,57,1,Slow-Moving Products
7,40,5.714285714285714,279,1,Slow-Moving Products
79,79,1.0,707,3,Low-Movement Products
101,2668,26.41584158415841,1659,2,High-Volume Products
3,157,52.333333333333336,140,1,Slow-Moving Products
4,158,39.5,160,1,Slow-Moving Products
3,25,8.333333333333334,84,1,Slow-Moving Products
1,12,12.0,14,1,Slow-Moving Products
52,277,5.326923076923077,1938,0,Active/Regular Products
87,518,5.954022988505747,1870,0,Active/Regular Products
47,316,6.723404255319149,1015,0,Active/Regular Products
52,174,3.3461538461538463,1636,0,Active/Regular Products
35,207,5.914285714285715,816,0,Active/Regular Products
36,158,4.388888888888889,777,0,Active/Regular Products
31,112,3.612903225806452,903,3,Low-Movement Products
30,51,1.7,719,3,Low-Movement Products
19,33,1.736842105263158,490,3,Low-Movement Products
43,108,2.511627906976744,810,3,Low-Movement Products
94,847,9.01063829787234,2074,0,Active/Regular Products
46,80,1.7391304347826086,1073,3,Low-Movement Products
8,13,1.625,264,3,Low-Movement Products
8,18,2.25,1067,3,Low-Movement Products
16,29,1.8125,999,3,Low-Movement Products
27,55,2.037037037037037,1498,3,Low-Movement Products
11,32,2.909090909090909,1313,3,Low-Movement Products
11,19,1.7272727272727273,256,3,Low-Movement Products
72,332,4.611111111111111,2053,0,Active/Regular Products
84,232,2.761904761904762,1992,0,Active/Regular Products
27,65,2.4074074074074074,1002,3,Low-Movement Products
33,58,1.7575757575757576,1090,3,Low-Movement Products
51,678,13.294117647058824,1892,2,High-Volume Products
37,312,8.432432432432432,1908,0,Active/Regular Products
31,286,9.225806451612904,1685,0,Active/Regular Products
22,205,9.318181818181818,1534,0,Active/Regular Products
13,92,7.076923076923077,1622,3,Low-Movement Products
13,285,21.923076923076923,1463,2,High-Volume Products
44,113,2.5681818181818183,1432,0,Active/Regular Products
215,1798,8.362790697674418,2501,2,High-Volume Products
29,228,7.862068965517241,1135,0,Active/Regular Products
39,418,10.717948717948715,1661,0,Active/Regular Products
73,1328,18.19178082191781,1914,2,High-Volume Products
35,185,5.285714285714286,1871,0,Active/Regular Products
83,262,3.156626506024097,1370,0,Active/Regular Products
74,275,3.716216216216216,1880,0,Active/Regular Products
44,80,1.818181818181818,1585,3,Low-Movement Products
159,913,5.7421383647798745,2368,0,Active/Regular Products
101,542,5.366336633663367,2090,0,Active/Regular Products
78,228,2.923076923076923,1560,0,Active/Regular Products
28,76,2.7142857142857144,968,3,Low-Movement Products
415,3964,9.551807228915663,2767,2,High-Volume Products
205,809,3.946341463414634,2518,0,Active/Regular Products
41,225,5.487804878048781,2051,0,Active/Regular Products
31,112,3.612903225806452,1779,0,Active/Regular Products
195,2558,13.117948717948718,2334,2,High-Volume Products
99,1640,16.565656565656564,2045,2,High-Volume Products
110,1312,11.927272727272728,2250,2,High-Volume Products
98,1626,16.591836734693878,2146,2,High-Volume Products
112,1821,16.258928571428573,2311,2,High-Volume Products
94,714,7.595744680851064,1760,0,Active/Regular Products
335,3643,10.874626865671642,2253,2,High-Volume Products
208,1927,9.264423076923077,2291,2,High-Volume Products
115,1200,10.434782608695652,2081,2,High-Volume Products
146,2723,18.65068493150685,2371,2,High-Volume Products
119,2882,24.218487394957982,2244,2,High-Volume Products
120,2627,21.891666666666666,2284,2,High-Volume Products
65,1062,16.338461538461537,1926,2,High-Volume Products
120,2521,21.008333333333333,2321,2,High-Volume Products
98,571,5.826530612244898,2120,0,Active/Regular Products
57,500,8.771929824561404,1842,0,Active/Regular Products
70,566,8.085714285714285,1920,0,Active/Regular Products
74,478,6.45945945945946,1940,0,Active/Regular Products
71,579,8.154929577464788,1961,0,Active/Regular Products
42,296,7.047619047619048,1082,0,Active/Regular Products
63,334,5.301587301587301,2053,0,Active/Regular Products
44,361,8.204545454545455,1424,0,Active/Regular Products
24,224,9.333333333333334,1344,0,Active/Regular Products
32,167,5.21875,1314,0,Active/Regular Products
44,413,9.386363636363637,2174,0,Active/Regular Products
32,354,11.0625,1996,0,Active/Regular Products
41,360,8.78048780487805,1338,0,Active/Regular Products
63,481,7.634920634920635,2108,0,Active/Regular Products
53,582,10.9811320754717,1913,0,Active/Regular Products
143,1012,7.076923076923077,2507,0,Active/Regular Products
48,420,8.75,1552,0,Active/Regular Products
50,479,9.58,2047,0,Active/Regular Products
37,637,17.216216216216218,1871,2,High-Volume Products
87,1056,12.137931034482758,2093,2,High-Volume Products
112,976,8.714285714285714,2085,2,High-Volume Products
31,210,6.774193548387097,1572,0,Active/Regular Products
36,215,5.972222222222222,1698,0,Active/Regular Products
260,1387,5.334615384615384,2636,0,Active/Regular Products
215,1324,6.158139534883721,2580,0,Active/Regular Products
85,626,7.364705882352941,1961,0,Active/Regular Products
34,111,3.264705882352941,1902,0,Active/Regular Products
32,331,10.34375,1620,0,Active/Regular Products
41,247,6.024390243902439,1822,0,Active/Regular Products
14,150,10.714285714285714,1255,0,Active/Regular Products
152,872,5.7368421052631575,2368,0,Active/Regular Products
89,506,5.685393258426966,2184,0,Active/Regular Products
103,1236,12.0,1812,2,High-Volume Products
20,164,8.2,413,3,Low-Movement Products
84,2480,29.52380952380953,1130,2,High-Volume Products
120,3250,27.08333333333333,1731,2,High-Volume Products
62,1575,25.40322580645161,1107,2,High-Volume Products
43,1075,25.0,1180,2,High-Volume Products
52,1305,25.096153846153847,1139,2,High-Volume Products
64,1855,28.984375,1152,2,High-Volume Products
136,1840,13.529411764705882,2603,2,High-Volume Products
116,1863,16.060344827586206,2093,2,High-Volume Products
68,568,8.352941176470589,1868,0,Active/Regular Products
57,422,7.403508771929824,1843,0,Active/Regular Products
50,421,8.42,1632,0,Active/Regular Products
53,436,8.226415094339623,1376,0,Active/Regular Products
32,350,10.9375,1299,0,Active/Regular Products
52,415,7.980769230769231,1615,0,Active/Regular Products
124,649,5.233870967741935,2589,0,Active/Regular Products
26,172,6.615384615384615,1617,0,Active/Regular Products
16,170,10.625,1319,0,Active/Regular Products
43,251,5.837209302325581,1712,0,Active/Regular Products
76,644,8.473684210526315,2278,0,Active/Regular Products
63,410,6.507936507936508,2235,0,Active/Regular Products
83,881,10.614457831325302,2326,2,High-Volume Products
37,211,5.702702702702703,2100,0,Active/Regular Products
48,630,13.125,2139,2,High-Volume Products
192,954,4.96875,2337,0,Active/Regular Products
276,2772,10.043478260869565,2621,2,High-Volume Products
257,2841,11.054474708171206,2602,2,High-Volume Products
14,14,1.0,106,1,Slow-Moving Products
32,179,5.59375,1856,0,Active/Regular Products
37,198,5.351351351351352,1799,0,Active/Regular Products
14,60,4.285714285714286,1266,3,Low-Movement Products
35,169,4.828571428571428,1894,0,Active/Regular Products
25,116,4.64,1446,0,Active/Regular Products
338,5020,14.85207100591716,2541,2,High-Volume Products
259,4802,18.54054054054054,2404,2,High-Volume Products
325,3385,10.415384615384616,2550,2,High-Volume Products
31,249,8.03225806451613,1405,0,Active/Regular Products
47,427,9.085106382978724,1585,0,Active/Regular Products
4,8,2.0,1124,3,Low-Movement Products
1,1,1.0,502,3,Low-Movement Products
14,20,1.4285714285714286,1831,3,Low-Movement Products
